bowler,runs_conceded,balls_bowled,wickets_taken,economy,team
LJ Woodcock,30,24,1.0,7.5,New Zealand
LJ Wright,285,203,12.0,8.423645320197044,England
LK Bell,492,417,26.0,7.079136690647482,England
LK Bennett,98,118,7.0,4.983050847457627,Netherlands
LK O'Reilly,428,417,23.0,6.158273381294965,Ireland
LK Sharma,29,18,1.0,9.666666666666668,Mexico
LKW Ezechiel,101,52,1.0,11.653846153846152,Ivory Coast
LL Dimba,187,244,11.0,4.5983606557377055,Malawi
LL Htun,228,317,15.0,4.315457413249211,Myanmar
LL Tsotsobe,179,192,11.0,5.59375,South Africa
LM Gabriel,78,67,1.0,6.985074626865671,Lesotho
LM Jongwe,522,379,27.0,8.263852242744065,Zimbabwe
LM Kasperek,603,540,41.0,6.7,New Zealand
LM Sims,7,15,3.0,2.8,Italy
LMM Tahuhu,854,759,39.0,6.75098814229249,New Zealand
LMP Simmons,71,43,6.0,9.906976744186046,West Indies
LN McCarthy,176,186,8.0,5.67741935483871,Ireland
LN Oluoch,835,734,45.0,6.8256130790190745,Kenya
LN Onyango,71,30,2.0,14.2,Kenya
LN Rajbanshi,490,438,20.0,6.712328767123289,Nepal
LO Telea,9,24,4.0,2.25,Samoa
LP Kasturiarachchige,19,12,0.0,9.5,Austria
LPC Silva,4,6,1.0,4.0,Sri Lanka
LR Doolan,71,76,5.0,5.605263157894737,New Zealand
LS Baker,58,50,2.0,6.959999999999999,West Indies
LS Barkania,174,180,15.0,5.8,Tanzania
LS Livingstone,595,438,27.0,8.150684931506849,England
LS Mulivai,14,20,0.0,4.199999999999999,Samoa
LS Simelane,226,172,7.0,7.883720930232558,Eswatini
LT Bichard,381,406,27.0,5.630541871921182,Guernsey
LV Boas,156,179,6.0,5.229050279329609,Brazil
LV Mandhate,23,22,1.0,6.2727272727272725,Mozambique
LV van Beek,478,379,28.0,7.567282321899736,Netherlands
LY Loch Srey,90,101,4.0,5.346534653465347,Cambodia
Laiba Nasrullah,119,81,1.0,8.814814814814815,Saudi Arabia
Lakshit Gupta,111,68,3.0,9.794117647058822,Cambodia
Lata Mondal,113,98,3.0,6.918367346938776,Bangladesh
Latsha Haleemath,156,93,2.0,10.064516129032258,Maldives
Lee Kangmin,41,25,0.0,9.84,South Korea
Lemar Momand,31,27,1.0,6.888888888888889,Sweden
Lihara Ayeysekara,96,64,2.0,9.0,Qatar
Likitha Yadav,41,48,1.0,5.125,Malta
Lily Lamb,25,23,2.0,6.521739130434782,Cook Islands
Lopamudra,123,127,3.0,5.811023622047244,Norway
Lovedeep Singh,45,47,4.0,5.74468085106383,Cyprus
Luca Petre,69,54,3.0,7.666666666666666,Romania
Lucas Rossi,142,181,14.0,4.707182320441989,Argentina
Lucky Ali,133,153,8.0,5.215686274509804,Denmark
Luis Hermida,136,144,10.0,5.666666666666666,Mexico
Luka Woods,65,73,3.0,5.342465753424658,Serbia
Luo Shilin,146,117,2.0,7.487179487179487,China
Luqman Butt,448,364,12.0,7.384615384615385,Cambodia
Ly Saomakara,54,53,2.0,6.113207547169811,Cambodia
M Abdulla,27,19,0.0,8.526315789473685,Malawi
M Aboagye,154,133,5.0,6.947368421052632,Ghana
M Ahono,13,11,1.0,7.090909090909092,Kenya
M Akayezu,1044,865,59.0,7.241618497109827,Rwanda
M Altankhuyag,55,17,1.0,19.411764705882355,Mongolia
M Ansari,153,102,4.0,9.0,Oman
M Ariokot,83,96,6.0,5.1875,Uganda
M Artur,38,61,7.0,3.737704918032787,Brazil
M Badenhorst,104,71,5.0,8.788732394366198,Botswana
M Batnasan,42,32,3.0,7.875,Mongolia
M Bibi,465,453,30.0,6.158940397350992,Hong Kong
M Biu,163,157,3.0,6.229299363057325,Fiji
M Brasier,22,14,0.0,9.428571428571429,Finland
M Breban,24,25,3.0,5.76,Guernsey
M Chadha,85,61,4.0,8.360655737704917,Cambodia
M Charlie,28,31,3.0,5.419354838709677,Papua New Guinea
M Chaudhary,37,51,4.0,4.352941176470588,United States of America
M Chereches,32,31,1.0,6.193548387096774,Romania
M Choamba,119,117,7.0,6.102564102564102,Malawi
M Cope,139,91,6.0,9.164835164835164,Luxembourg
M Corazon,7,18,1.0,2.333333333333333,Indonesia
M Dale-Bradley,251,258,20.0,5.837209302325581,Guernsey
M Daniels,282,288,12.0,5.875,South Africa
M Desmond,129,168,10.0,4.607142857142858,Nigeria
M Dixit,265,198,8.0,8.030303030303031,Luxembourg
M Dlamini,385,408,15.0,5.661764705882353,Eswatini
M Enkhzul,154,142,8.0,6.507042253521128,Mongolia
M Faheem,54,39,4.0,8.307692307692307,Thailand
M Faraz Akram,117,73,2.0,9.616438356164384,Zimbabwe
M Fontaine,30,24,0.0,7.5,Hungary
M Fru,90,52,3.0,10.384615384615383,Cameroon
M Gaur,187,195,6.0,5.753846153846154,United Arab Emirates
M Gherasim,9,8,0.0,6.75,Romania
M Gogev,266,159,12.0,10.037735849056604,Bulgaria
M Gorases,32,19,1.0,10.105263157894736,Namibia
M Gouws,125,91,5.0,8.241758241758241,Gibraltar
M Heingo,32,19,2.0,10.105263157894736,Namibia
M Hill,445,525,28.0,5.085714285714285,Hong Kong
M Holmes,38,44,1.0,5.181818181818182,Switzerland
M Hundal,118,113,9.0,6.265486725663717,Canada
M Imimole,54,78,0.0,4.153846153846153,Nigeria
M Jansen,537,364,16.0,8.851648351648352,South Africa
M Jayphert,16,13,0.0,7.384615384615385,Papua New Guinea
M Jele,110,103,9.0,6.407766990291262,Eswatini
M Jevdjenovic,89,101,4.0,5.287128712871287,Serbia
M Jobarteh,141,78,3.0,10.846153846153848,Gambia
M Joshi,76,48,1.0,9.5,India
M Kadyan,141,119,7.0,7.109243697478991,Bulgaria
M Kanno,14,27,2.0,3.1111111111111107,Japan
M Kapp,833,899,50.0,5.559510567296996,South Africa
M Kartik,29,24,0.0,7.25,United States of America
M Kasselman,11,6,0.0,11.0,Botswana
M Kaukura,103,103,6.0,6.0,Cook Islands
M Kearvell,26,28,2.0,5.571428571428571,Romania
M Khojbariya,47,48,2.0,5.875,Eswatini
M Klaas,598,472,24.0,7.601694915254237,South Africa
M Kojo,16,18,0.0,5.333333333333333,Finland
M Koli,463,416,27.0,6.677884615384615,Romania
M Kpaka,138,124,8.0,6.677419354838709,Sierra Leone
M Kristensen,12,12,0.0,6.0,Denmark
M Levitt,95,57,2.0,10.0,Netherlands
M Mabvuka,21,17,1.0,7.411764705882353,Malawi
M Madara,64,67,3.0,5.731343283582089,Sri Lanka
M Magagula,187,132,12.0,8.5,Swaziland
M Malle,22,14,0.0,9.428571428571429,Mali
M Mani,22,20,1.0,6.6000000000000005,India
M Manivannan,32,19,0.0,10.105263157894736,Cayman Islands
M Martinez,177,180,4.0,5.9,Argentina
M Matobole,21,17,1.0,7.411764705882353,Lesotho
M Mavunga,52,39,1.0,8.0,Zimbabwe
M McColl,75,92,8.0,4.891304347826087,Scotland
M Mete,11,20,1.0,3.3000000000000003,Vanuatu
M Methtananda,23,12,0.0,11.5,Sri Lanka
M Mooketsi,538,489,30.0,6.60122699386503,Botswana
M Morkel,640,535,28.0,7.177570093457943,South Africa
M Muralitharan,122,100,2.0,7.32,Sri Lanka
M Musinguzi,11,13,0.0,5.076923076923077,Uganda
M Mwamadi,4,9,1.0,2.6666666666666665,Malawi
M Mwangi,87,96,6.0,5.4375,Kenya
M Mwatile,285,330,25.0,5.181818181818182,Namibia
M Ndhambi,33,33,1.0,6.0,Kenya
M Ngoche,21,18,0.0,7.0,Kenya
M Ntini,191,124,7.0,9.241935483870968,South Africa
M Ochieng,87,126,6.0,4.142857142857142,Kenya
M Ogawa,39,41,2.0,5.7073170731707314,Japan
M Ortiz,53,73,4.0,4.356164383561644,Other
M Ozturk,263,204,13.0,7.73529411764706,Turkey
M Parinitha,71,119,10.0,3.579831932773109,Switzerland
M Pascal,20,13,2.0,9.230769230769232,Tanzania
M Pathirana,281,195,14.0,8.646153846153846,Sri Lanka
M Phiase,20,35,3.0,3.4285714285714284,Botswana
M Podosky,114,95,4.0,7.199999999999999,Philippines
M Polimeri,8,6,0.0,8.0,Greece
M Prasanna,22,12,1.0,11.0,Romania
M Prasidh Krishna,82,49,3.0,10.040816326530614,India
M Raikes,106,51,3.0,12.47058823529412,Gibraltar
M Ramafifi,48,74,3.0,3.891891891891892,Botswana
M Ribeiro,209,284,21.0,4.415492957746479,Brazil
M Robinson,56,68,6.0,4.941176470588236,Other
M Saastamoinen,31,36,3.0,5.166666666666667,Finland
M Sarenac,289,237,16.0,7.3164556962025316,Serbia
M Sedgwick,22,6,0.0,22.0,Estonia
M Shahbaz Butt,82,98,8.0,5.020408163265307,Norway
M Shehani,67,48,1.0,8.375,Sri Lanka
M Sheriff,28,39,1.0,4.307692307692308,Sierra Leone
M Short,51,95,8.0,3.221052631578948,Namibia
M Smith,29,18,2.0,9.666666666666668,Turks and Caicos Island
M Spoors,5,12,2.0,2.5,Canada
M Stanikzai,116,78,1.0,8.923076923076923,Switzerland
M Strano,109,108,9.0,6.055555555555555,Australia
M Syahadat Ramli,29,55,8.0,3.163636363636363,Malaysia
M Syrioti,238,260,14.0,5.492307692307692,Greece
M Taniyama,69,61,4.0,6.786885245901638,Japan
M Taylor,348,260,11.0,8.03076923076923,Bahamas
M Theekshana,890,753,42.0,7.091633466135459,Sri Lanka
M Tilau,25,25,3.0,6.0,Fiji
M Tom,244,328,18.0,4.463414634146341,Papua New Guinea
M Trajkovi,94,142,6.0,3.971830985915493,Serbia
M Turay,27,39,2.0,4.153846153846153,Sierra Leone
M Turner,8,24,1.0,2.0,Turks and Caicos Island
M Ulmanova,39,45,2.0,5.2,Czech Republic
M Upadhayay,93,90,11.0,6.200000000000001,Nepal
M Uwase,11,6,0.0,11.0,Rwanda
M Valner,182,302,16.0,3.615894039735099,Estonia
M Vandrasi,104,86,5.0,7.255813953488372,Czech Republic
M Vervitsioti,220,183,9.0,7.213114754098361,Greece
M Vijay,10,12,0.0,5.0,India
M Vivekanandan,343,218,9.0,9.440366972477063,Mongolia
M Vua,18,26,2.0,4.153846153846153,Fiji
M Vumiliya,179,255,13.0,4.211764705882352,Rwanda
M Wai Siu,450,542,29.0,4.981549815498155,Hong Kong
M Walker,23,21,1.0,6.571428571428572,Bermuda
M Whelan,68,45,2.0,9.066666666666666,Gibraltar
M Yanagida,143,179,9.0,4.793296089385475,Japan
M Yousaf,23,45,3.0,3.0666666666666664,Hong Kong
M Yunusu Issa,287,237,15.0,7.265822784810127,Tanzania
M Zdravkova,27,39,1.0,4.153846153846153,Bulgaria
M Zhu,44,56,3.0,4.714285714285714,China
M Zondeki,42,21,1.0,12.0,South Africa
M Zwilling,22,28,4.0,4.714285714285714,Netherlands
M de Lange,92,55,2.0,10.036363636363635,South Africa
M du Preez,8,6,0.0,8.0,South Africa
M van Lingen,14,6,0.0,14.0,Namibia
MA Algi,132,91,6.0,8.703296703296703,Mozambique
MA Aponso,29,18,2.0,9.666666666666668,Sri Lanka
MA Baig,126,146,15.0,5.178082191780822,Malawi
MA Leask,459,363,20.0,7.586776859504132,Scotland
MA Nyabela,254,248,11.0,6.14516129032258,Lesotho
MA Parker,61,52,3.0,7.038461538461538,Scotland
MA Starc,1409,1115,54.0,7.582062780269059,Australia
MA Tsemane,181,166,3.0,6.542168674698795,Lesotho
MA Wood,707,509,37.0,8.333988212180746,England
MADI Hemantha,66,50,4.0,7.92,Sri Lanka
MB Tambe,324,256,17.0,7.59375,Finland
MBA Lamplough,58,78,1.0,4.461538461538462,Hong Kong
MBS Jonkman,21,19,2.0,6.631578947368421,Netherlands
MC Alex,75,55,0.0,8.181818181818182,Ivory Coast
MC Henriques,66,68,4.0,5.823529411764706,Australia
MC Sorensen,233,201,13.0,6.955223880597014,Ireland
MD Bates,108,67,4.0,9.671641791044776,New Zealand
MD Bimenyimana,433,635,56.0,4.0913385826771655,Rwanda
MD Botha,99,179,15.0,3.3184357541899443,United Arab Emirates
MD Dai,58,66,2.0,5.2727272727272725,Papua New Guinea
MD Garratt,51,31,1.0,9.870967741935484,Gibraltar
MD Gunathilaka,50,44,2.0,6.818181818181818,Sri Lanka
MD Shanaka,436,329,17.0,7.951367781155016,Sri Lanka
ME Bessala,80,63,1.0,7.619047619047619,Cameroon
ME Leoela,20,18,1.0,6.666666666666667,Lesotho
ME Violleau,77,62,1.0,7.451612903225806,France
MEC de Fouw,18,19,0.0,5.684210526315789,Netherlands
MEK Hussey,6,6,0.0,6.0,Australia
MEMO Scott-Hayward,48,41,1.0,7.024390243902438,Ireland
MF Maharoof,52,45,2.0,6.933333333333333,Sri Lanka
MF Manjate,11,6,0.0,11.0,Mozambique
MFD Douma,96,122,7.0,4.721311475409836,Cameroon
MFI Assuncao,52,18,0.0,17.333333333333332,Brazil
MG Bracewell,281,235,12.0,7.174468085106383,New Zealand
MG Erasmus,488,483,29.0,6.062111801242236,Namibia
MG Johnson,399,325,19.0,7.366153846153846,Australia
MGMCP Gunawardene,50,49,3.0,6.122448979591837,Sri Lanka
MGSM Fernando,48,49,2.0,5.877551020408163,Italy
MH Ushanga,201,261,15.0,4.620689655172414,Tanzania
MH Yardy,243,231,9.0,6.311688311688312,England
MI Khagoitsa,221,345,23.0,3.843478260869565,Kenya
MI Tato,8,26,3.0,1.8461538461538465,Samoa
MIW van den Raad,20,15,0.0,8.0,Netherlands
MJ Ansell,187,205,14.0,5.4731707317073175,Isle of Man
MJ Clarke,106,74,3.0,8.594594594594595,Australia
MJ Henry,440,329,20.0,8.024316109422493,New Zealand
MJ Humphreys,55,63,5.0,5.238095238095238,Ireland
MJ Mason,20,21,1.0,5.7142857142857135,New Zealand
MJ McClenaghan,344,295,14.0,6.996610169491525,New Zealand
MJ Owen,62,33,2.0,11.272727272727272,Australia
MJ Ross,53,42,2.0,7.571428571428571,Italy
MJ Santner,1270,1094,50.0,6.96526508226691,New Zealand
MJ Swepson,157,106,7.0,8.88679245283019,Australia
MJ Tugaga,26,26,1.0,6.0,Samoa
MJ Tumukunde,53,68,1.0,4.676470588235294,Rwanda
MJG Nielsen,101,152,8.0,3.986842105263158,New Zealand
MJG Rippon,114,108,8.0,6.333333333333334,Netherlands
MJM Kavana,87,78,7.0,6.6923076923076925,Cook Islands
MK Amusa,55,75,4.0,4.4,Nigeria
MK Anafie,65,69,4.0,5.652173913043479,Ghana
MK Thakur,247,249,16.0,5.951807228915663,Thailand
MK Villiers,60,48,2.0,7.5,England
ML Bojang,49,45,1.0,6.533333333333333,Gambia
ML Castillo,155,147,12.0,6.326530612244898,Belize
ML Green,6,12,1.0,3.0,New Zealand
ML Kostic,23,12,1.0,11.5,Serbia
ML Lewis,32,24,2.0,8.0,Australia
ML Schutt,1290,1226,79.0,6.313213703099511,Australia
MLN Sissako,94,74,3.0,7.621621621621621,Cameroon
MM Ali,590,474,25.0,7.468354430379746,England
MM Baig,242,211,21.0,6.881516587677726,Qatar
MM Dekeling,58,54,2.0,6.444444444444445,Netherlands
MM Iqbal,17,24,2.0,4.25,Scotland
MM Letsoalo,169,178,8.0,5.6966292134831455,South Africa
MM Mabathoana,120,84,2.0,8.571428571428571,Lesotho
MM Penfold,119,100,5.0,7.14,New Zealand
MM Sarwar,15,12,1.0,7.5,Kuwait
MM Sharma,102,66,3.0,9.272727272727272,India
MMR Obili,85,67,3.0,7.611940298507463,Estonia
MN Samuels,139,112,5.0,7.446428571428571,West Indies
MN Waller,4,6,0.0,4.0,Zimbabwe
MNM Aslam,921,886,50.0,6.237020316027088,Kuwait
MNR Cooray,52,49,1.0,6.36734693877551,Maldives
MO Jones,107,117,7.0,5.487179487179487,Bermuda
MO Kain,17,10,0.0,10.2,United States of America
MP Ainsworth,50,45,3.0,6.666666666666667,Hungary
MP Enright,18,12,0.0,9.0,Namibia
MP Kuhnemann,69,50,0.0,8.28,Australia
MP O'Dowd,69,41,1.0,10.097560975609756,Netherlands
MP Stoinis,773,540,24.0,8.588888888888889,Australia
MP Yadav,21,24,1.0,5.25,India
MPGT Ketiyage,211,172,10.0,7.360465116279069,Cyprus
MPM Pathirannehelage,35,59,4.0,3.559322033898305,Austria
MPP San,207,265,15.0,4.686792452830189,Myanmar
MR Adair,1529,1144,75.0,8.019230769230768,Ireland
MR Gillespie,59,64,8.0,5.53125,New Zealand
MR Marsh,273,205,11.0,7.990243902439024,Australia
MR Meshram,14,24,0.0,3.5,India
MR Swart,152,123,6.0,7.414634146341464,Netherlands
MRJ Watt,848,667,31.0,7.628185907046476,Scotland
MS Aulakh,54,43,2.0,7.534883720930233,Canada
MS Beresford,214,209,9.0,6.14354066985646,Germany
MS Chapman,19,18,2.0,6.333333333333334,New Zealand
MS Crane,24,24,0.0,6.0,England
MS Diawara,69,55,3.0,7.527272727272727,Mali
MS Graham,61,48,1.0,7.625,Bahamas
MS Kasprowicz,28,18,1.0,9.333333333333334,Australia
MS Panesar,40,24,2.0,10.0,England
MSN Ekani,141,131,4.0,6.458015267175572,Cameroon
MT Jacob,123,140,9.0,5.271428571428571,Qatar
MT Waqanisau,145,188,10.0,4.627659574468085,Fiji
MTMMJ Ave,139,119,6.0,7.008403361344538,Cook Islands
MV Lehmann,3,6,0.0,3.0,Argentina
MV Matsau,96,64,6.0,9.0,Lesotho
MV Pavlovic,393,335,24.0,7.038805970149253,Serbia
MVT Fernando,16,12,0.0,8.0,Sri Lanka
MW Forde,149,111,7.0,8.054054054054054,West Indies
MW Jones,25,14,1.0,10.714285714285715,Scotland
MW Machan,26,24,2.0,6.5,Scotland
MW Parkinson,127,77,2.0,9.896103896103895,England
MW Short,55,32,1.0,10.3125,Australia
MWR Stokes,337,284,12.0,7.119718309859156,Guernsey
Ma Luz Barcelona,10,11,0.0,5.454545454545454,Philippines
Ma Qiancheng,154,144,7.0,6.416666666666666,China
Ma Ruike,167,237,11.0,4.227848101265823,China
Maaha Naseer,30,18,0.0,10.0,Maldives
Maahi Madhavan,48,43,1.0,6.697674418604651,United States of America
Maaz Khan,51,25,0.0,12.24,Lesotho
Madeeha Zuberi,37,54,2.0,4.111111111111112,Kuwait
Madhawa Basnayaka,65,46,2.0,8.478260869565219,Finland
Mah Noor,107,62,0.0,10.35483870967742,Saudi Arabia
Mah Noor Amir,274,162,2.0,10.148148148148149,Saudi Arabia
Maham Tariq,65,38,0.0,10.263157894736842,Pakistan
Mahedi Hasan,906,768,41.0,7.078125,Bangladesh
Mahewish Khan,31,43,4.0,4.325581395348837,Canada
Mahirah Izzati Ismail,389,521,31.0,4.479846449136276,Malaysia
Mahmud Jasat,14,8,0.0,10.5,Panama
Mahmudullah,630,499,20.0,7.5751503006012015,Bangladesh
Maira Khan,159,100,2.0,9.54,Saudi Arabia
Maira Saleem,19,26,0.0,4.384615384615384,Hong Kong
Malyun Hassan,6,6,0.0,6.0,Finland
Malyun Yusuf,10,11,1.0,5.454545454545454,Sweden
Manal Malik,7,6,0.0,7.0,Bahrain
Manan Ali,33,19,0.0,10.421052631578949,Saudi Arabia
Manish Sharma,24,18,1.0,8.0,Cambodia
Manpreet Singh,180,120,1.0,9.0,Singapore
Mansi Parmar,27,29,1.0,5.586206896551724,Czech Republic
Mansoor Shah,45,33,5.0,8.181818181818182,Norway
Marcelle Hanekom,81,65,3.0,7.476923076923077,Cambodia
Maria Ahsan,29,44,3.0,3.954545454545454,Sweden
Maria Jasvi,494,524,29.0,5.65648854961832,Kuwait
Mariam Hasan,8,18,2.0,2.6666666666666665,Pakistan
Mariamma Hyder,459,581,30.0,4.740103270223752,Kuwait
Marica Taira,7,8,0.0,5.25,Philippines
Marina Iqbal,27,25,1.0,6.48,Pakistan
Mariska Kornet,32,26,1.0,7.384615384615385,Netherlands
Marsya Qistina Binti,8,7,0.0,6.857142857142857,Malaysia
Marufa Akter,276,248,10.0,6.677419354838709,Bangladesh
Maryam Omar,338,444,23.0,4.567567567567568,Kuwait
Maryyam Ashraf,19,25,1.0,4.5600000000000005,Kuwait
Mas Elysa,290,293,12.0,5.938566552901023,Malaysia
Mashrafe Mortaza,972,672,21.0,8.678571428571429,Bangladesh
Matiullah Khan,147,92,4.0,9.58695652173913,United Arab Emirates
Mayank Nagayach,192,153,2.0,7.529411764705882,Luxembourg
Mazharul Islam,29,12,1.0,14.5,Seychelles
Md Shuayeb,18,13,1.0,8.307692307692307,Cambodia
Meet Bhavsar,206,200,12.0,6.18,Kuwait
Meghna Rajan,69,167,9.0,2.4790419161676644,Switzerland
Meghna Singh,52,44,2.0,7.090909090909092,India
Mehboob Ali,75,64,4.0,7.03125,Malta
Mehedi Hasan Miraz,336,231,8.0,8.727272727272727,Bangladesh
Mehran Khan,322,250,10.0,7.728,Oman
Memoona Riaz,22,36,2.0,3.666666666666667,Spain
Mengting Liu,225,353,32.0,3.824362606232295,China
Merwais Shinwari,17,19,3.0,5.368421052631579,Slovenia
Metty Fernandes,36,66,2.0,3.2727272727272725,Switzerland
Milad Momend,343,268,24.0,7.679104477611941,Luxembourg
Milind Kumar,127,130,11.0,5.861538461538461,United States of America
Mina Baek,45,51,3.0,5.294117647058823,South Korea
Mirab Razwan,181,193,12.0,5.626943005181348,Norway
Mirza Ahmed,101,85,6.0,7.129411764705882,Kuwait
Mobashar Ashraf,8,12,0.0,4.0,France
Moe Ei Phyu,12,8,0.0,9.0,Myanmar
Mohamed Arief,13,6,0.0,13.0,Malaysia
Mohamed Coulibaly,42,34,1.0,7.411764705882353,Mali
Mohamed Ishmath,113,99,5.0,6.848484848484849,Maldives
Mohamed Khan,29,24,1.0,7.25,Sierra Leone
Mohamed Mahfooz,110,109,7.0,6.055045871559633,Maldives
Mohamed Shafeeq,704,621,33.0,6.801932367149759,Kuwait
Mohamed Shiyam,41,19,0.0,12.947368421052632,Maldives
Mohamed Turay,134,110,7.0,7.309090909090909,Sierra Leone
Mohameed Taiwo,415,374,15.0,6.657754010695188,Nigeria
Mohammad Aadil Alam,39,36,4.0,6.5,Nepal
Mohammad Ahsan,31,18,4.0,10.333333333333334,Kuwait
Mohammad Amin,6,6,0.0,6.0,Kuwait
Mohammad Amir,746,631,29.0,7.09350237717908,Pakistan
Mohammad Asaduzzaman,99,87,4.0,6.827586206896552,Finland
Mohammad Ashraful,176,118,6.0,8.949152542372882,Bangladesh
Mohammad Asif,194,168,12.0,6.928571428571428,Pakistan
Mohammad Atif,112,165,12.0,4.072727272727273,Spain
Mohammad Boota,13,6,1.0,13.0,United Arab Emirates
Mohammad Ghazanfar,392,332,18.0,7.084337349397591,Hong Kong
Mohammad Hafeez,705,596,25.0,7.097315436241612,Pakistan
Mohammad Hasnain,611,427,18.0,8.585480093676814,Pakistan
Mohammad Irfan,290,227,12.0,7.665198237885463,Pakistan
Mohammad Kamran,244,308,22.0,4.753246753246754,Spain
Mohammad Kashif,19,12,1.0,9.5,Netherlands
Mohammad Nadeem,541,462,23.0,7.025974025974026,Oman
Mohammad Naveed,256,253,20.0,6.071146245059288,United Arab Emirates
Mohammad Nawaz,617,470,23.0,7.87659574468085,Pakistan
Mohammad Nawaz (3),259,206,11.0,7.54368932038835,Pakistan
Mohammad Saifuddin,719,508,26.0,8.492125984251969,Bangladesh
Mohammad Sami,286,185,11.0,9.275675675675677,Pakistan
Mohammad Shahid,32,18,1.0,10.666666666666666,Bangladesh
Mohammad Shahzad,144,105,5.0,8.228571428571428,United Arab Emirates
Mohammad Waheed,29,20,0.0,8.7,Hong Kong
Mohammad Wasim,484,375,24.0,7.744,Pakistan
Mohammed Alamgir,15,12,1.0,7.5,Eswatini
Mohammed Awais,110,74,1.0,8.91891891891892,Qatar
Mohammed Faraazuddin,126,84,2.0,9.0,United Arab Emirates
Mohammed Irshad,158,131,11.0,7.236641221374046,Qatar
Mohammed Nadeem,435,424,21.0,6.15566037735849,Qatar
Mohammed Qasim,48,51,4.0,5.647058823529411,United Arab Emirates
Mohammed Shami,389,272,15.0,8.580882352941178,India
Mohammed Siraj,288,212,10.0,8.150943396226415,India
Mohsin Khan,49,37,4.0,7.945945945945946,Hong Kong
Mohsin Zaki,40,36,2.0,6.666666666666667,Bahrain
Mokbul Ahammed,10,12,0.0,5.0,Qatar
Mosaddek Hossain,205,181,11.0,6.795580110497238,Bangladesh
Mounica Chowdary,27,25,0.0,6.48,Luxembourg
Mubeen Tariq,32,14,0.0,13.714285714285714,Portugal
Mudassar Bukhari,326,259,17.0,7.552123552123552,Netherlands
Mudassir Iqbal,100,66,1.0,9.09090909090909,South Korea
Muhammad Afis,18,6,0.0,18.0,Indonesia
Muhammad Ajmal,8,8,0.0,6.0,Malta
Muhammad Amir,253,231,14.0,6.571428571428572,Malaysia
Muhammad Ansar,29,18,0.0,9.666666666666668,Kuwait
Muhammad Arfan,38,36,4.0,6.333333333333334,United Arab Emirates
Muhammad Asim,276,244,16.0,6.786885245901638,Zambia
Muhammad Burhan,85,77,7.0,6.623376623376624,Hungary
Muhammad Fahim,131,112,5.0,7.017857142857143,Belgium
Muhammad Farooq,156,138,6.0,6.782608695652174,Cyprus
Muhammad Jabir,379,278,14.0,8.179856115107913,Qatar
Muhammad Jawadullah,443,343,20.0,7.749271137026239,United Arab Emirates
Muhammad Kashif,36,36,1.0,6.0,Kuwait
Muhammad Moiz,292,206,21.0,8.504854368932039,Romania
Muhammad Murad,112,96,7.0,7.0,Qatar
Muhammad Musa,23,24,0.0,5.75,Pakistan
Muhammad Nadir,690,775,40.0,5.341935483870968,Rwanda
Muhammad Rohid,248,214,14.0,6.953271028037383,United Arab Emirates
Muhammad Saleem,6,13,1.0,2.769230769230769,Brazil
Muhammad Salman,45,62,3.0,4.35483870967742,Bahrain
Muhammad Saqib,126,69,2.0,10.956521739130434,Saudi Arabia
Muhammad Saqlain,68,54,6.0,7.555555555555555,Hungary
Muhammad Shoaib Ahmed,33,26,0.0,7.615384615384615,Cyprus
Muhammad Siddiqui,200,159,10.0,7.547169811320755,Slovenia
Muhammad Tahir,9,12,2.0,4.5,Greece
Muhammad Tanveer,244,170,5.0,8.611764705882353,Qatar
Muhammad Usman,104,97,4.0,6.43298969072165,United Arab Emirates
Muhammad Wafiq,413,271,9.0,9.14391143911439,Malaysia
Muhammad Younis,13,7,0.0,11.142857142857142,Bahrain
Muhammad Zaghlool,20,12,0.0,10.0,Belize
Muhammad Zohaib,1,6,0.0,1.0,United Arab Emirates
Muhammed Turkmen,60,54,3.0,6.666666666666667,Turkey
Muhammet Bicer,5,9,0.0,3.333333333333333,Turkey
Muhammet Kursat,25,28,3.0,5.357142857142858,Turkey
Mujeeb-ur-Rehman,203,173,6.0,7.040462427745664,Qatar
Mukesh Kumar,114,94,4.0,7.276595744680852,India
Muktar Ali,17,12,0.0,8.5,Bangladesh
Murat Ipek,4,8,0.0,3.0,Turkey
Murat Yilmaz,20,25,0.0,4.800000000000001,Turkey
Murid Ekrami,92,84,5.0,6.571428571428572,Belgium
Musaddiq Ahmed,44,37,1.0,7.135135135135135,Germany
Musawar Shah,174,140,11.0,7.457142857142857,Qatar
Muslim Yar,632,588,39.0,6.448979591836736,Germany
Mustafa Omer,29,19,0.0,9.157894736842106,France
Mustafizur Rahman,1785,1460,97.0,7.335616438356164,Bangladesh
Mustapha Suwareh,46,16,0.0,17.25,Gambia
Mustapha Yusuf,83,56,3.0,8.892857142857142,Nigeria
Muzahir Raza,112,97,7.0,6.927835051546391,Oman
Myat Thu Aung,18,15,3.0,7.199999999999999,Myanmar
N Advani,49,33,4.0,8.90909090909091,Gibraltar
N Ahir,123,71,1.0,10.394366197183098,Panama
N Asuramanage,101,74,1.0,8.18918918918919,Italy
N Benjamin,143,152,9.0,5.644736842105263,Namibia
N Bidaisee,62,53,3.0,7.018867924528301,West Indies
N Boochatham,609,807,53.0,4.5278810408921935,Thailand
N Burger,132,101,4.0,7.841584158415841,South Africa
N Caruana,31,64,3.0,2.90625,Gibraltar
