bowler,runs_conceded,balls_bowled,wickets_taken,economy,team
N Choden,26,45,3.0,3.4666666666666663,Bhutan
N D'souza,12,7,0.0,10.285714285714285,United Arab Emirates
N Davidovic,22,25,3.0,5.28,Croatia
N Deonarine,17,12,0.0,8.5,West Indies
N Dutta,193,190,7.0,6.094736842105263,Canada
N Gumaliyele,26,32,0.0,4.875,Malawi
N Gwanzura,182,182,11.0,6.0,Zimbabwe
N Hirani,22,18,1.0,7.333333333333334,Kenya
N Ihmeling,11,16,0.0,4.125,France
N Jagadish,58,67,4.0,5.1940298507462686,Oman
N Kayani,26,34,4.0,4.588235294117647,Sweden
N Khumalo,122,90,3.0,8.133333333333333,Eswatini
N Krishna,205,146,10.0,8.424657534246576,Seychelles
N Liyanage,45,50,3.0,5.4,Cyprus
N M'shangwe,109,84,4.0,7.7857142857142865,Zimbabwe
N Mabila,308,329,9.0,5.617021276595745,Eswatini
N Madziva,209,150,8.0,8.36,Zimbabwe
N Magagula,44,31,1.0,8.516129032258064,Eswatini
N Mamba,126,119,4.0,6.352941176470589,Eswatini
N Master,31,25,1.0,7.439999999999999,Botswana
N Mlaba,751,723,36.0,6.232365145228217,South Africa
N Mugabe,14,12,0.0,7.0,Kenya
N Mutasa,30,44,5.0,4.090909090909091,Zimbabwe
N Naranbaatar,236,125,2.0,11.328,Mongolia
N Navaika,209,254,20.0,4.937007874015748,Vanuatu
N Ndouteng,58,24,2.0,14.5,Cameroon
N Ndzeute,79,61,4.0,7.77049180327869,Mozambique
N Nipiko,315,245,24.0,7.714285714285715,Vanuatu
N Niranjana,87,98,4.0,5.326530612244898,India
N Nojic,125,181,12.0,4.143646408839779,Serbia
N Nuntarach,119,113,9.0,6.318584070796461,Thailand
N Pathan,12,6,0.0,12.0,Thailand
N Peter,218,146,8.0,8.95890410958904,South Africa
N Pokana,402,301,15.0,8.013289036544851,Papua New Guinea
N Pradeep,192,109,5.0,10.568807339449542,Sri Lanka
N Robertson-Jack,43,26,1.0,9.923076923076923,Scotland
N Salekar,135,127,6.0,6.377952755905513,Thailand
N Senamontree,493,535,36.0,5.528971962616822,Thailand
N Shangase,143,113,12.0,7.592920353982301,South Africa
N Shree Charani,138,103,9.0,8.03883495145631,India
N Sibanda,329,436,26.0,4.527522935779817,Zimbabwe
N Simelane,50,48,2.0,6.25,Eswatini
N Sitompul,27,49,5.0,3.3061224489795915,Indonesia
N Tanner,194,160,15.0,7.274999999999999,Philippines
N Thailappan,40,18,0.0,13.333333333333334,Bahrain
N Thushara,450,328,15.0,8.231707317073171,Sri Lanka
N Tokizawa,19,27,2.0,4.222222222222222,Japan
N Toleva,85,67,0.0,7.611940298507463,Bulgaria
N Tyagi,146,114,5.0,7.684210526315789,Czech Republic
N Vanua,777,588,35.0,7.928571428571429,Papua New Guinea
N Vare,9,6,1.0,9.0,Papua New Guinea
N Vichara,21,16,0.0,7.875,Cambodia
N Zimonjic,182,116,9.0,9.413793103448276,Serbia
N de Klerk,662,551,26.0,7.208711433756806,South Africa
NA Greenwood,166,151,10.0,6.596026490066226,Jersey
NA Karnik,83,75,6.0,6.640000000000001,Singapore
NA Maiolo,76,74,3.0,6.162162162162161,Italy
NC Monteiro,217,287,15.0,4.536585365853659,Brazil
NCK Liyanage,21,19,0.0,6.631578947368421,Malaysia
ND Laegsgaard,197,214,20.0,5.5233644859813085,Denmark
NE Farrant,161,140,7.0,6.9,England
NH Berejo,102,140,11.0,4.371428571428571,Spain
NH Ekanayake,60,63,3.0,5.7142857142857135,Bahamas
NJ Amongin,38,56,3.0,4.071428571428571,Uganda
NJ Astle,51,41,4.0,7.463414634146341,New Zealand
NJ Browne,45,75,5.0,3.6,New Zealand
NJ Carey,175,176,10.0,5.965909090909091,Australia
NJ Pius,113,133,7.0,5.097744360902256,Tanzania
NJ Qaeze,15,14,2.0,6.428571428571429,France
NJ Shaw,57,49,2.0,6.979591836734693,England
NJM Salima,12,21,1.0,3.4285714285714284,Samoa
NK Aneesh Kumar,346,310,14.0,6.696774193548388,Switzerland
NK Ariani,167,218,20.0,4.5963302752293576,Indonesia
NK Patel,242,288,22.0,5.041666666666667,United States of America
NK Tiwari,121,127,8.0,5.716535433070866,Cyprus
NK Yadav,158,126,11.0,7.523809523809524,Nepal
NKD Murtiari,13,44,3.0,1.772727272727273,Indonesia
NKDP Putri,9,44,3.0,1.2272727272727273,Indonesia
NKF Rada Rani,39,50,1.0,4.68,Indonesia
NL McCullum,665,582,27.0,6.855670103092783,New Zealand
NL Ujawe,40,25,1.0,9.6,Slovenia
NLKWR Dewi,247,363,26.0,4.082644628099174,Indonesia
NLTC Perera,955,627,31.0,9.138755980861244,Sri Lanka
NM Ambo,65,108,7.0,3.611111111111111,Papua New Guinea
NM Carter,38,24,0.0,9.5,Scotland
NM Cherriath,42,30,2.0,8.399999999999999,United Arab Emirates
NM Coulter-Nile,562,422,24.0,7.990521327014219,Australia
NM Lyon,48,33,1.0,8.727272727272727,Australia
NM Meepage,65,42,2.0,9.285714285714286,Sri Lanka
NM Mokhachane,248,230,11.0,6.469565217391304,Lesotho
NM Odhiambo,298,203,13.0,8.807881773399014,Kenya
NM Salonen,169,139,13.0,7.294964028776978,Finland
NM Sheikh,11,13,0.0,5.076923076923077,Scotland
NMP Suwandewi,217,308,14.0,4.227272727272728,Indonesia
NMS Param,44,37,2.0,7.135135135135135,Singapore
NN Banner,176,149,11.0,7.087248322147651,Belize
NN Odhiambo,302,200,14.0,9.06,Kenya
NN Saidi,247,319,18.0,4.64576802507837,Tanzania
NND de Silva,69,63,3.0,6.571428571428572,Sri Lanka
NO Miller,110,103,9.0,6.407766990291262,West Indies
NO Tindo,25,18,1.0,8.333333333333332,Tanzania
NP Dalgaard,89,158,8.0,3.379746835443038,Denmark
NP Kenjige,339,272,13.0,7.477941176470589,United States of America
NR Johns-Wickberg,200,219,12.0,5.47945205479452,Serbia
NR Kirton,50,24,1.0,12.5,Canada
NR Kumar,80,90,4.0,5.333333333333333,Canada
NR Sciver,710,699,45.0,6.094420600858369,England
NR Sciver-Brunt,264,219,8.0,7.232876712328767,England
NS Dhaliwal,4,6,0.0,4.0,Canada
NSK Mehta,41,50,2.0,4.92,Belgium
NT Ellis,668,531,45.0,7.548022598870057,Australia
NT Gireesh,137,116,6.0,7.086206896551724,Cambodia
NT Rajendran,55,49,2.0,6.73469387755102,Kuwait
NW Bracken,215,180,13.0,7.166666666666666,Australia
NW Sariani,243,407,26.0,3.5823095823095823,Indonesia
Nabaa Naseem,110,75,5.0,8.799999999999999,Maldives
Nadeem Ahmed,237,229,18.0,6.209606986899564,Hong Kong
Nadeem Khan,96,120,9.0,4.800000000000001,Oman
Naeem Islam,93,67,3.0,8.328358208955224,Bangladesh
Nahida Akter,1006,1016,69.0,5.940944881889764,Bangladesh
Naina Saju,110,126,6.0,5.238095238095238,Switzerland
Najeeb Amar,30,18,1.0,10.0,Hong Kong
Najjam Shahzad,252,223,12.0,6.780269058295964,Portugal
Najwa Akram,59,38,1.0,9.31578947368421,Saudi Arabia
Namgay Thinley,394,339,11.0,6.973451327433628,Bhutan
Nanthita Boonsukham,44,40,0.0,6.6000000000000005,Thailand
Nary Thapa,30,71,12.0,2.535211267605634,Nepal
Naseem Khan,25,24,1.0,6.25,Croatia
Naseem Shah,532,399,19.0,8.0,Pakistan
Nashra Sandhu,711,722,34.0,5.908587257617729,Pakistan
Nasir Hossain,161,122,5.0,7.918032786885246,Bangladesh
Nasrulla Rana,362,264,11.0,8.227272727272727,Hong Kong
Nasum Ahmed,578,453,19.0,7.655629139072849,Bangladesh
Natalia Pervaiz,39,38,2.0,6.157894736842106,Pakistan
Natalie Clarke,35,41,0.0,5.121951219512195,Switzerland
Natim Hassam,58,49,2.0,7.1020408163265305,Portugal
Navdeep Saini,106,99,8.0,6.424242424242424,India
Naved-ul-Hasan,53,49,3.0,6.489795918367348,Pakistan
Naveed Ahmed,388,306,13.0,7.607843137254902,Czech Republic
Naveed Fakhr,32,25,1.0,7.68,Kuwait
Naveed Shahid,68,62,3.0,6.580645161290322,Finland
Nawaf Ahmed,78,57,2.0,8.210526315789474,Kuwait
Nayab Razwan,11,21,3.0,3.1428571428571432,Norway
Nazmul Hossain,23,12,0.0,11.5,Bangladesh
Nazmul Hossain Shanto,9,6,0.0,9.0,Bangladesh
Nazmul Huda,53,38,2.0,8.368421052631579,Timor-Leste
Nazmul Islam,75,61,0.0,7.377049180327869,Bangladesh
Nazril Rahman,134,82,3.0,9.804878048780488,Malaysia
Nazwan Ismail,143,85,5.0,10.094117647058823,Maldives
Neeraj Mishra,151,100,2.0,9.06,Czech Republic
Ngawang Thinley,111,80,8.0,8.325,Bhutan
Niaz Ali,32,23,0.0,8.347826086956522,Hong Kong
Nida Dar,1456,1431,80.0,6.10482180293501,Pakistan
Nik Nur Atiela,166,186,14.0,5.354838709677419,Malaysia
Nilansh Keswani,97,111,6.0,5.243243243243243,United Arab Emirates
Nimish Lathief,162,128,6.0,7.59375,Kuwait
Nisha Ali,37,42,1.0,5.285714285714286,United Arab Emirates
Nithish Kumar Reddy,17,13,0.0,7.846153846153847,India
Niv Nagavkar,108,99,4.0,6.545454545454545,Israel
Nizakat Khan,100,112,7.0,5.357142857142858,Hong Kong
Noah Mead,89,63,4.0,8.476190476190476,Samoa
Noman Amjad,276,214,7.0,7.738317757009345,France
Nonoha Yasumoto,113,178,9.0,3.808988764044944,Japan
Noor Hayati Zakaria,121,108,1.0,6.722222222222223,Malaysia
Noorkhan Ahmedi,13,13,1.0,6.0,Switzerland
Nooruddin Mujadady,118,70,3.0,10.114285714285714,Germany
Nouman Sarwar,124,81,7.0,9.185185185185183,Qatar
Ntombizonke MKhatshwa,195,186,12.0,6.290322580645161,Eswatini
Nur Arianna Natsya,322,327,14.0,5.908256880733945,Malaysia
Nur Dania Syuhada,346,380,18.0,5.463157894736843,Malaysia
Nur Izzatul Syafiqa,11,8,0.0,8.25,Malaysia
Nur Nadihirah,84,96,3.0,5.25,Malaysia
Nyeing Cham Soe,187,107,8.0,10.485981308411215,Myanmar
O Amarjargal,111,120,4.0,5.550000000000001,Mongolia
O Bastin,71,86,3.0,4.953488372093023,Jersey
O Bell,152,155,8.0,5.883870967741935,Scotland
O Casasola,15,12,0.0,7.5,Belize
O Duff,17,11,0.0,9.272727272727272,Bulgaria
O Erdenebaatar,145,136,2.0,6.397058823529411,Mongolia
O Gholami,73,74,3.0,5.918918918918919,Sweden
O Isesele,45,20,1.0,13.5,Nigeria
O Isiyaku,57,45,4.0,7.6,Nigeria
O Kamchomphu,563,744,45.0,4.540322580645161,Thailand
O Keitsemang,156,150,6.0,6.24,Botswana
O Lefaga,106,176,14.0,3.613636363636364,Samoa
O Lutbayar,333,197,5.0,10.142131979695431,Mongolia
O Matsolo,185,162,8.0,6.851851851851851,Mozambique
O Mondlane,69,81,3.0,5.111111111111111,Mozambique
O Muzondo,41,62,4.0,3.967741935483871,Zimbabwe
O Omonkhobio,19,24,1.0,4.75,Nigeria
O Prendergast,533,557,26.0,5.741472172351886,Ireland
O Ranedoumoun,126,162,7.0,4.666666666666667,Cameroon
O Sam Arthur,29,32,2.0,5.4375,Costa Rica
O Thomas,348,234,9.0,8.923076923076923,West Indies
O Touray,31,12,1.0,15.5,Gambia
OC McCoy,869,611,38.0,8.53355155482815,West Indies
OD Hald,150,133,5.0,6.766917293233083,Denmark
OE Taylor,234,202,22.0,6.95049504950495,Cook Islands
OEG Baartman,205,171,14.0,7.192982456140351,South Africa
OF Smith,467,308,22.0,9.097402597402596,West Indies
OGL Bascome,90,82,8.0,6.585365853658537,Bermuda
OH Agbomadzie,364,398,29.0,5.4874371859296485,Ghana
OJ Webster,64,49,3.0,7.836734693877551,Isle of Man
OJR Groves,23,8,0.0,17.25,Slovenia
OP Stone,36,25,0.0,8.64,England
OS Dlamini,42,31,1.0,8.129032258064516,Eswatini
OT Wallerson,37,51,2.0,4.352941176470588,United States of America
OU Ranasinghe,437,362,25.0,7.243093922651933,Sri Lanka
Obed Yosef,39,26,0.0,9.0,Vanuatu
Oliver Rowe,7,14,1.0,3.0,Argentina
Omar Hayat,47,36,4.0,7.833333333333334,Denmark
Omar Rassol,160,96,4.0,10.0,Bulgaria
Omid Shafi Rahman,67,69,5.0,5.826086956521739,Bangladesh
Osama Mahmood,73,74,1.0,5.918918918918919,Switzerland
Owais Ahmed,125,134,6.0,5.597014925373134,Qatar
P Agboya,122,200,14.0,3.66,Nigeria
P Agrawal,85,117,6.0,4.358974358974359,Norway
P Aho,579,534,34.0,6.5056179775280905,Nigeria
P Alako,31,37,2.0,5.027027027027027,Uganda
P Arrighi,75,49,3.0,9.183673469387754,Argentina
P Awana,29,12,0.0,14.5,India
P Bhandari,92,108,5.0,5.111111111111111,Malta
P Bhart,51,48,3.0,6.375,Norway
P Buccimazza,44,44,3.0,6.0,Portugal
P Cabebula,71,67,5.0,6.35820895522388,Fiji
P Chilongia,64,99,9.0,3.878787878787879,Spain
P Cuinica,114,113,4.0,6.053097345132743,Mozambique
P Dakainivanua,89,72,2.0,7.416666666666667,Fiji
P Desungnoen,41,31,0.0,7.935483870967742,Thailand
P Florin,66,62,6.0,6.387096774193548,Romania
P Gheewala,258,205,13.0,7.5512195121951216,Estonia
P Gundecha,23,15,1.0,9.2,Japan
P Hingorani,33,26,1.0,7.615384615384615,Romania
P Jayawickrama,87,60,2.0,8.7,Sri Lanka
P Jayeshbhai Patel,12,25,0.0,2.88,Panama
P Kaveao,62,69,2.0,5.391304347826087,Cook Islands
P Kerai,60,36,0.0,10.0,Kenya
P Khadka,175,136,4.0,7.720588235294118,Nepal
P Koech,431,358,23.0,7.223463687150838,Kenya
P Kotoisuva,68,45,3.0,9.066666666666666,Fiji
P Kumar,78,50,2.0,9.36,India
P Kumbhare,24,48,4.0,3.0,Japan
P Malav,354,287,20.0,7.400696864111499,Luxembourg
P Malemikia,120,181,7.0,3.977900552486188,Uganda
P Manning,54,39,4.0,8.307692307692307,Cayman Islands
P Mapotsane,167,177,11.0,5.661016949152542,Botswana
P Marange,354,432,25.0,4.916666666666666,Zimbabwe
P Masih,18,25,2.0,4.32,Romania
P Maya,372,438,29.0,5.095890410958904,Thailand
P Maziya,103,91,4.0,6.791208791208791,Malawi
P Mishra,674,540,26.0,7.488888888888889,Bulgaria
P Modimo,58,53,3.0,6.566037735849056,Botswana
P Molkenboer,93,131,7.0,4.259541984732824,Netherlands
P Munorwei,16,14,0.0,6.857142857142857,Zimbabwe
P Murungi,29,12,0.0,14.5,Uganda
P Nedeljkovic,115,96,4.0,7.1875,Serbia
P Negi,16,18,2.0,5.333333333333333,India
P Neighbour,45,35,0.0,7.714285714285715,Luxembourg
P Pirabakaran,11,6,2.0,11.0,France
P Pratt,69,82,6.0,5.048780487804878,Sierra Leone
P Pushparajan,61,42,1.0,8.714285714285714,Malta
P Pustoslemsek,57,52,2.0,6.5769230769230775,Slovenia
P Raghunath,18,16,0.0,6.75,Gibraltar
P Raho,11,12,3.0,5.5,Papua New Guinea
P Roy,24,18,1.0,8.0,India
P Sabu,50,67,5.0,4.477611940298508,Austria
P Sarraf,58,48,0.0,7.25,Nepal
P Senjug,28,25,1.0,6.720000000000001,Croatia
P Sharma,86,80,3.0,6.449999999999999,Kenya
P Shetty,328,314,8.0,6.267515923566879,Bahrain
P Siaka,149,199,10.0,4.492462311557789,Papua New Guinea
P Silas,21,6,0.0,21.0,Botswana
P Taylor,49,49,3.0,6.0,Czech Republic
P Thongsa,98,78,8.0,7.538461538461538,Thailand
P Timong,13,16,0.0,4.875,Uganda
P Useni,436,383,21.0,6.830287206266318,Nigeria
P Utseya,464,388,14.0,7.175257731958762,Zimbabwe
P Vastrakar,717,659,40.0,6.528072837632776,India
P Vekaria,78,64,3.0,7.3125,Rwanda
PA Chatterji,360,473,20.0,4.5665961945031714,Scotland
PA Hitchcock,43,19,2.0,13.578947368421051,New Zealand
PA Wadenpohl,48,27,0.0,10.666666666666666,Germany
PA van Meekeren,1001,849,41.0,7.074204946996466,Netherlands
PADLR Sandakan,327,251,17.0,7.816733067729084,Sri Lanka
PC Connell,32,30,2.0,6.4,Ireland
PC McGeown,39,38,2.0,6.157894736842106,France
PC de Silva,30,12,0.0,15.0,Sri Lanka
PD Blignaut,46,36,1.0,7.666666666666666,Namibia
PD Collingwood,224,159,11.0,8.452830188679245,England
PD Hennessy,15,12,1.0,7.5,Spain
PE Kruger,124,86,9.0,8.651162790697674,South Africa
PE Kulume,177,229,15.0,4.637554585152839,Uganda
PE Mendonca,271,289,15.0,5.626297577854672,Oman
PF Gallagher,179,195,10.0,5.507692307692308,Finland
PG Raut,17,18,0.0,5.666666666666666,India
PHKD Mendis,108,78,1.0,8.307692307692307,Sri Lanka
PJ Cummins,1037,836,42.0,7.442583732057416,Australia
PJ Ongondo,53,25,0.0,12.72,Kenya
PK Dimitri,89,55,1.0,9.709090909090907,Ivory Coast
PK Matautaava,176,190,14.0,5.557894736842105,Vanuatu
PK Mohanarangam,55,96,12.0,3.4375,Mexico
PKD Chase,135,80,5.0,10.125,Ireland
PKM Mahawattage,39,43,0.0,5.441860465116279,France
PL Mommsen,51,53,1.0,5.773584905660377,Scotland
PM Liyanagamage,58,38,4.0,9.157894736842106,Sri Lanka
PM Seelaar,483,367,14.0,7.896457765667575,Netherlands
PP Chawla,38,42,1.0,5.428571428571429,India
PP Ojha,85,85,6.0,6.0,India
PR Brown,101,60,2.0,10.1,England
PR Stirling,347,336,15.0,6.196428571428572,Ireland
PR Surve,143,97,2.0,8.845360824742269,Indonesia
PRCS Kumarihami,51,49,3.0,6.244897959183674,Sri Lanka
PRP Boissevain,76,49,3.0,9.306122448979592,Netherlands
PSRK Sudarshan,236,173,8.0,8.184971098265896,Singapore
PV Naringrekar,13,12,0.0,6.5,Costa Rica
PV Vuniwaqa,50,33,2.0,9.09090909090909,Fiji
PVD Chameera,1004,768,44.0,7.84375,Sri Lanka
PW Borren,281,218,5.0,7.733944954128439,Netherlands
PWA Mulder,109,60,4.0,10.9,South Africa
PWH de Silva,1027,868,66.0,7.099078341013824,Sri Lanka
PY Lavine,18,12,0.0,9.0,West Indies
PZ Kamunya,290,417,28.0,4.172661870503597,Tanzania
Paing Danu,151,127,5.0,7.133858267716536,Myanmar
Pan Ei Phyu,53,62,1.0,5.129032258064516,Myanmar
Panna Ghosh,215,229,11.0,5.633187772925764,Bangladesh
Paras Singh,28,25,1.0,6.720000000000001,Croatia
Pargat Singh,42,19,0.0,13.263157894736842,Canada
Parveen Kumar,120,116,6.0,6.206896551724139,Canada
Parvindar Kumar,102,80,3.0,7.649999999999999,Kuwait
Pavandeep Singh,728,806,44.0,5.419354838709677,Malaysia
Pech Pisa,6,9,0.0,4.0,Cambodia
Pen Samon,19,12,0.0,9.5,Cambodia
Phoup Srey Pheak,86,90,3.0,5.733333333333333,Cambodia
Pooja Kumari,17,25,2.0,4.08,Norway
Poonam Yadav,607,602,28.0,6.049833887043191,India
Poorvaja Jagdeesha,35,23,0.0,9.130434782608695,Bahrain
Prachi Kumari,132,128,4.0,6.1875,Norway
Prajna Jagdeesha,29,21,1.0,8.285714285714285,Bahrain
Prasad Anish,15,6,0.0,15.0,Cambodia
Prashant Shukla,41,63,6.0,3.904761904761905,Sweden
Pratik Singh Bais,138,180,12.0,4.6000000000000005,Mexico
Pratis GC,150,117,5.0,7.692307692307693,Nepal
Praveen Santhanakrishnan,5,9,0.0,3.333333333333333,Mexico
Priyada Murali,373,403,19.0,5.553349875930521,Kuwait
Puja Mahato,392,457,23.0,5.146608315098469,Nepal
Purvi Kumari,14,8,0.0,10.5,Norway
Pyae Phyo Wai,269,213,12.0,7.577464788732394,Myanmar
Q Abel,327,441,34.0,4.448979591836735,Kenya
Q Joseph,136,145,5.0,5.627586206896551,West Indies
Qadeer Ahmed,126,100,4.0,7.56,United Arab Emirates
Qamar Mushtaque,271,259,26.0,6.277992277992277,Norway
Qanita Jalil,188,194,4.0,5.814432989690721,Pakistan
Qasim Anwar,49,54,3.0,5.444444444444445,Cyprus
Qudratullah Mir Afzail,48,60,1.0,4.800000000000001,Sweden
R Abdulkareem,355,325,20.0,6.553846153846154,Nigeria
R Abdulrasak,51,80,6.0,3.825,Nigeria
R Agamiire,1,12,1.0,0.5,Uganda
R Airee,95,103,8.0,5.533980582524272,Nepal
R Andrew,210,246,18.0,5.121951219512195,Vanuatu
R Ankad,87,107,7.0,4.878504672897196,Mexico
R Ashwin,828,732,33.0,6.786885245901638,India
R Athapaththu,60,52,5.0,6.9230769230769225,Romania
R Avdylaj,81,59,1.0,8.23728813559322,Austria
R Avery,165,149,8.0,6.644295302013424,Brazil
R Baaleri,71,54,4.0,7.888888888888889,Ghana
R Bakum,145,107,12.0,8.130841121495328,Ghana
R Baruah,78,58,4.0,8.068965517241379,Estonia
R Brar,45,26,0.0,10.384615384615383,Cyprus
R Castillo,133,121,7.0,6.595041322314049,Philippines
R Chaudhary,139,195,6.0,4.276923076923077,Nepal
R Choden,68,97,8.0,4.2061855670103085,Bhutan
R Coker,376,371,11.0,6.080862533692722,Sierra Leone
R Cunningham,34,17,1.0,12.0,Gibraltar
R Dhakal,106,80,2.0,7.949999999999999,Nepal
R Dhami,10,8,0.0,7.5,Nepal
R Dhar,58,44,1.0,7.909090909090908,India
R Dhawan,42,25,1.0,10.08,India
R Dhiman,71,61,4.0,6.983606557377049,Bulgaria
R Dianish,15,12,1.0,7.5,Malta
R Drake,68,45,1.0,9.066666666666666,Japan
R Edwards,60,51,4.0,7.0588235294117645,Cayman Islands
R Endo,13,9,0.0,8.666666666666666,Japan
R Francis,36,25,0.0,8.64,St Helena
R Frylinck,21,24,2.0,5.25,South Africa
R Galgalikar,9,18,3.0,3.0,Mexico
R Goodwin,21,14,0.0,9.0,Philippines
R Haiong,49,48,1.0,6.125,Mozambique
R Hashu,157,138,18.0,6.826086956521738,Portugal
R Hekure,299,246,10.0,7.292682926829268,Papua New Guinea
R Hubbard,51,44,1.0,6.954545454545455,Other
R Immadi,231,249,8.0,5.566265060240964,Norway
R Johnson,16,15,2.0,6.4,Turks and Caicos Island
R Jones,19,12,0.0,9.5,Belize
R Kalimuthu,302,211,17.0,8.587677725118482,Singapore
R Kanai,15,7,0.0,12.857142857142858,Japan
R Kanoh,58,82,2.0,4.243902439024391,Thailand
R Kassim,8,12,1.0,4.0,Sierra Leone
R Khasana,68,50,2.0,8.16,Lesotho
R Khullar,67,65,3.0,6.184615384615384,Finland
R Klein,18,12,1.0,9.0,Netherlands
R Kumar,78,58,2.0,8.068965517241379,Romania
R Limema,244,211,8.0,6.938388625592417,Lesotho
R Mahajan,76,49,1.0,9.306122448979592,Philippines
R Malhotra,29,37,4.0,4.702702702702703,India
R Mangal,115,113,7.0,6.106194690265487,France
R McLaren,159,119,6.0,8.016806722689076,South Africa
R Misra,7,7,0.0,6.0,Canada
R Mondol,21,12,0.0,10.5,Bangladesh
R Muriyalo,22,27,0.0,4.888888888888888,Fiji
R Musamali,280,252,6.0,6.666666666666667,Uganda
R Nehonde,162,134,7.0,7.253731343283581,Botswana
R Ngarava,963,769,50.0,7.513654096228868,Zimbabwe
R Nil,52,43,1.0,7.255813953488372,Seychelles
R Ntozakhe,107,72,1.0,8.916666666666668,South Africa
R Oa,173,223,17.0,4.654708520179373,Papua New Guinea
R Olipa,8,7,0.0,6.857142857142857,Uganda
R Ova,95,160,10.0,3.5625,Vanuatu
R Padunglerd,145,154,6.0,5.64935064935065,Thailand
R Panchal,91,103,2.0,5.300970873786408,Spain
R Parag,30,24,0.0,7.5,India
R Parkin,35,28,0.0,7.5,Estonia
R Pavlickova,119,125,1.0,5.712,Czech Republic
R Powell,109,61,1.0,10.721311475409836,West Indies
R Rampaul,216,145,2.0,8.937931034482759,West Indies
R Ravindra,200,160,10.0,7.5,New Zealand
R Rijke,223,309,30.0,4.330097087378641,Netherlands
R Rohmalia,9,23,0.0,2.347826086956522,Indonesia
R Sai Kishore,12,26,3.0,2.769230769230769,India
R Sakurano-Thomas,114,105,10.0,6.514285714285714,Japan
R Samson,260,316,17.0,4.936708860759494,Nigeria
R Sandeep,43,64,3.0,4.03125,Eswatini
R Satheesan,135,117,6.0,6.9230769230769225,Romania
R Sewwandi,71,42,2.0,10.142857142857142,Sri Lanka
R Sharma,87,58,5.0,9.0,Singapore
R Shepherd,1158,735,49.0,9.453061224489796,West Indies
R Sheshadri,20,18,1.0,6.666666666666667,Singapore
R Shimwamana,134,270,14.0,2.977777777777778,Rwanda
R Siriwardena,104,85,8.0,7.341176470588236,Cyprus
R Siwa,13,15,1.0,5.2,France
R Slater,349,314,16.0,6.668789808917198,Scotland
R Smith,90,78,5.0,6.9230769230769225,Bahamas
R Sutton,6,10,1.0,3.6,Hong Kong
R Thapliyal,39,25,2.0,9.36,Belgium
R Trumpelmann,584,475,34.0,7.376842105263158,Namibia
R Vinay Kumar,167,136,9.0,7.36764705882353,India
RA Abolarin,86,77,4.0,6.7012987012987,Nigeria
RA Jadeja,860,730,34.0,7.068493150684931,India
RA Lewis,32,25,1.0,7.68,Ireland
RA Mair,366,343,18.0,6.402332361516035,New Zealand
RA Tappin,19,16,0.0,7.125,Bahamas
RAJ Smith,31,18,0.0,10.333333333333334,Scotland
RAS Lakmal,206,125,5.0,9.888,Sri Lanka
RC Belbashi,436,589,23.0,4.441426146010187,Nepal
RD Atangana,63,82,5.0,4.609756097560975,Cameroon
RD Berrington,318,250,8.0,7.632,Scotland
RD Chahar,59,43,1.0,8.232558139534884,India
RD Pangestuti,50,61,1.0,4.918032786885246,Indonesia
RD de Sousa,98,160,7.0,3.675,Brazil
RDB Ahir,131,87,3.0,9.03448275862069,Panama
RE Francis,30,32,0.0,5.625,Tanzania
RE van der Merwe,587,546,31.0,6.450549450549451,Netherlands
RG Aga,56,70,6.0,4.800000000000001,Kenya
RG Mukasa,41,42,0.0,5.857142857142857,Uganda
RG Sharma,55,38,1.0,8.68421052631579,India
RG Somashekhar,22,31,1.0,4.258064516129032,Sweden
RH Candy,14,27,1.0,3.1111111111111107,New Zealand
RJ Akram,11,12,0.0,5.5,Philippines
RJ Campbell,26,25,1.0,6.24,Hong Kong
RJ Gleeson,105,82,5.0,7.682926829268293,England
RJ Harris,67,50,3.0,8.040000000000001,Australia
RJ Hatchman,208,104,4.0,12.0,Gibraltar
RJ Nicol,80,69,4.0,6.956521739130436,New Zealand
RJ Peterson,161,147,11.0,6.571428571428572,South Africa
RJ Pierre,89,51,0.0,10.470588235294118,Rwanda
RJ Sidebottom,296,239,14.0,7.430962343096233,England
RJ Trott,177,169,12.0,6.284023668639053,Bermuda
RJG Palmer,58,61,2.0,5.704918032786885,Jersey
RJW Topley,519,354,8.0,8.796610169491526,England
