batter,total_runs,balls_faced,times_out,strike_rate,average,team
M Smit,101,80,3.0,126.25,33.666666666666664,South Africa
M Smith,23,27,2.0,85.18518518518519,11.5,Turks and Caicos Island
M Smook,2,2,0.0,100.0,2.0,South Africa
M Sohel Patel,97,93,7.0,104.3010752688172,13.857142857142858,Panama
M Spoors,167,137,5.0,121.8978102189781,33.4,Canada
M Stanikzai,70,67,6.0,104.4776119402985,11.666666666666666,Switzerland
M Stolt,9,27,2.0,33.33333333333333,4.5,Finland
M Stoman,6,2,0.0,300.0,6.0,Portugal
M Syahadat Ramli,183,163,14.0,112.26993865030674,13.071428571428571,Malaysia
M Syrioti,193,326,8.0,59.20245398773007,24.125,Greece
M Taniyama,66,102,7.0,64.70588235294117,9.428571428571429,Japan
M Tarimiala,15,31,3.0,48.38709677419355,5.0,Vanuatu
M Taylor,187,269,15.0,69.51672862453532,12.466666666666669,Bahamas
M Theekshana,39,71,10.0,54.929577464788736,3.9,Sri Lanka
M Thurgate,17,13,1.0,130.76923076923077,17.0,Japan
M Tilau,3,16,2.0,18.75,1.5,Fiji
M Tom,2,2,0.0,100.0,2.0,Papua New Guinea
M Trajkovi,2,7,1.0,28.57142857142857,2.0,Serbia
M Trejbalova,1,36,1.0,2.7777777777777777,1.0,Czech Republic
M Turay,46,73,6.0,63.013698630136986,7.666666666666667,Sierra Leone
M Turner,25,23,0.0,108.69565217391305,25.0,Turks and Caicos Island
M Upadhayay,1,1,0.0,100.0,1.0,Nepal
M Uwase,297,358,18.0,82.9608938547486,16.5,Rwanda
M Vaik,43,68,5.0,63.23529411764706,8.6,Estonia
M Valner,19,76,3.0,25.0,6.333333333333333,Estonia
M Vandrasi,69,64,2.0,107.8125,34.5,Czech Republic
M Veringmeier,80,68,4.0,117.64705882352942,20.0,Netherlands
M Vervitsioti,23,74,6.0,31.08108108108108,3.8333333333333335,Greece
M Vijay,48,35,3.0,137.14285714285714,16.0,India
M Vivekanandan,19,70,4.0,27.142857142857142,4.75,Mongolia
M Vua,7,24,1.0,29.166666666666668,7.0,Fiji
M Vumiliya,17,13,1.0,130.76923076923077,17.0,Rwanda
M Vuruna,19,32,2.0,59.375,9.5,Fiji
M Wai Siu,15,55,6.0,27.27272727272727,2.5,Hong Kong
M Whelan,51,50,4.0,102.0,12.75,Gibraltar
M Worndl,2,9,2.0,22.22222222222222,1.0,Czech Republic
M Yambayamba,4,9,0.0,44.44444444444444,4.0,Zambia
M Yanagida,444,580,24.0,76.55172413793103,18.5,Japan
M Yoshioka,13,12,1.0,108.33333333333331,13.0,Japan
M Yousaf,18,40,1.0,45.0,18.0,Hong Kong
M Yunusu Issa,115,98,8.0,117.3469387755102,14.375,Tanzania
M Zdravkova,0,20,1.0,0.0,0.0,Bulgaria
M Zhu,14,44,5.0,31.818181818181817,2.8,China
M Zwilling,0,1,1.0,0.0,0.0,Netherlands
M du Preez,664,749,34.0,88.65153538050734,19.529411764705884,South Africa
M van Lingen,210,186,11.0,112.90322580645164,19.09090909090909,Namibia
MA Baig,131,166,5.0,78.91566265060241,26.2,Malawi
MA Jones,180,126,5.0,142.85714285714286,36.0,Scotland
MA Leask,524,433,31.0,121.0161662817552,16.903225806451612,Scotland
MA Nyabela,23,50,3.0,46.0,7.666666666666667,Lesotho
MA Ouma,43,47,6.0,91.48936170212764,7.166666666666667,Kenya
MA Parker,3,9,0.0,33.33333333333333,3.0,Scotland
MA Sherry,5,17,2.0,29.411764705882355,2.5,Singapore
MA Starc,48,37,3.0,129.72972972972974,16.0,Australia
MA Swedy,115,92,3.0,125.0,38.333333333333336,Tanzania
MA Tsemane,1,3,0.0,33.33333333333333,1.0,Lesotho
MA Wood,21,23,0.0,91.30434782608695,21.0,England
MAA Sanjeewani,459,525,27.0,87.42857142857143,17.0,Sri Lanka
MADD Surangika,232,287,15.0,80.8362369337979,15.466666666666669,Sri Lanka
MADI Hemantha,7,10,0.0,70.0,7.0,Sri Lanka
MB Kruger,304,299,14.0,101.6722408026756,21.714285714285715,Namibia
MB Tambe,42,72,10.0,58.333333333333336,4.2,Finland
MB dos Santos,0,5,1.0,0.0,0.0,Brazil
MBA Lamplough,66,104,9.0,63.46153846153846,7.333333333333333,Hong Kong
MC Alex,2,16,2.0,12.5,1.0,Ivory Coast
MC Bascombe,3,9,1.0,33.33333333333333,3.0,West Indies
MC Henriques,196,158,8.0,124.0506329113924,24.5,Australia
MC Sorensen,30,18,1.0,166.66666666666669,30.0,Ireland
MD Bimenyimana,491,652,24.0,75.30674846625767,20.45833333333333,Rwanda
MD Botha,159,194,8.0,81.95876288659794,19.875,United Arab Emirates
MD Byrne,0,1,1.0,0.0,0.0,Indonesia
MD Dai,74,77,3.0,96.1038961038961,24.666666666666668,Papua New Guinea
MD Garratt,1,5,1.0,20.0,1.0,Gibraltar
MD Gunathilaka,532,458,27.0,116.15720524017468,19.703703703703702,Sri Lanka
MD Patel,447,281,14.0,159.07473309608542,31.928571428571427,United States of America
MD Rocha,12,29,2.0,41.37931034482759,6.0,Jersey
MD Shanaka,879,752,47.0,116.88829787234044,18.70212765957447,Sri Lanka
MD du Preez,33,33,0.0,100.0,33.0,Namibia
MDK Perera,1,8,2.0,12.5,0.5,Sri Lanka
MDKJ Perera,1311,1038,45.0,126.30057803468208,29.133333333333333,Sri Lanka
MDN Hansika,45,87,6.0,51.72413793103448,7.5,Sri Lanka
ME Bessala,115,170,11.0,67.64705882352942,10.454545454545457,Cameroon
ME Bouchier,472,406,26.0,116.25615763546796,18.153846153846157,England
ME Leoela,3,18,2.0,16.666666666666664,1.5,Lesotho
ME Trescothick,94,75,2.0,125.33333333333334,47.0,England
ME Violleau,123,219,12.0,56.16438356164384,10.25,France
MEC de Fouw,0,1,1.0,0.0,0.0,Netherlands
MEK Hussey,300,224,11.0,133.92857142857142,27.272727272727277,Australia
MEMO Scott-Hayward,0,1,1.0,0.0,0.0,Ireland
MF Maharoof,20,33,4.0,60.60606060606061,5.0,Sri Lanka
MF Manjate,0,1,1.0,0.0,0.0,Mozambique
MFD Douma,3,22,3.0,13.636363636363637,1.0,Cameroon
MFI Assuncao,35,40,4.0,87.5,8.75,Brazil
MG Bracewell,394,302,14.0,130.46357615894038,28.142857142857142,New Zealand
MG Erasmus,943,746,33.0,126.40750670241287,28.57575757575757,Namibia
MG Hunter,28,45,3.0,62.22222222222222,9.333333333333334,Gibraltar
MG Johnson,64,53,5.0,120.75471698113208,12.8,Australia
MGMCP Gunawardene,11,25,2.0,44.0,5.5,Sri Lanka
MGSM Fernando,15,12,2.0,125.0,7.5,Italy
MH Cross,659,624,30.0,105.60897435897436,21.966666666666665,Scotland
MH Oman,3,14,1.0,21.428571428571427,3.0,Slovenia
MH Ushanga,32,66,9.0,48.48484848484848,3.555555555555556,Tanzania
MH Yardy,32,19,0.0,168.42105263157893,32.0,England
MI Khagoitsa,67,85,6.0,78.82352941176471,11.166666666666666,Kenya
MI Shakim,10,6,2.0,166.66666666666669,5.0,Tanzania
MIW van den Raad,40,39,2.0,102.56410256410255,20.0,Netherlands
MJ Ansell,42,57,7.0,73.68421052631578,6.0,Isle of Man
MJ Clarke,231,247,15.0,93.52226720647774,15.4,Australia
MJ Guptill,2137,1550,61.0,137.8709677419355,35.032786885245905,New Zealand
MJ Hay,60,48,7.0,125.0,8.571428571428571,New Zealand
MJ Henry,7,10,1.0,70.0,7.0,New Zealand
MJ Humphreys,8,8,2.0,100.0,4.0,Ireland
MJ Lumb,238,183,13.0,130.05464480874315,18.307692307692307,England
MJ Mason,2,2,1.0,100.0,2.0,New Zealand
MJ McClenaghan,7,6,2.0,116.66666666666669,3.5,New Zealand
MJ North,20,21,1.0,95.23809523809524,20.0,Australia
MJ Owen,2,5,2.0,40.0,1.0,Australia
MJ Prior,38,33,3.0,115.15151515151516,12.666666666666666,England
MJ Richardson,192,196,7.0,97.95918367346938,27.428571428571427,Germany
MJ Ross,6,8,0.0,75.0,6.0,Italy
MJ Santner,352,319,26.0,110.34482758620688,13.538461538461538,New Zealand
MJ Scotland,81,78,1.0,103.84615384615384,81.0,Bermuda
MJ Tugaga,3,2,0.0,150.0,3.0,Samoa
MJ Tumukunde,8,9,0.0,88.88888888888889,8.0,Rwanda
MJG Nielsen,5,8,1.0,62.5,5.0,New Zealand
MJG Rippon,60,47,4.0,127.65957446808513,15.0,Netherlands
MJM Kavana,9,16,2.0,56.25,4.5,Cook Islands
MJV Villalobos,1,3,0.0,33.33333333333333,1.0,Costa Rica
MK Amusa,151,229,8.0,65.93886462882097,18.875,Nigeria
MK Anafie,9,14,1.0,64.28571428571429,9.0,Ghana
MK Pandey,423,335,10.0,126.26865671641792,42.3,India
MK Thakur,107,83,5.0,128.91566265060243,21.4,Thailand
MK Tiwary,15,17,1.0,88.23529411764706,15.0,India
MK Villiers,50,28,1.0,178.57142857142858,50.0,England
ML Bojang,16,23,3.0,69.56521739130434,5.333333333333333,Gambia
ML Castillo,14,46,4.0,30.434782608695656,3.5,Belize
ML Green,574,532,32.0,107.89473684210526,17.9375,New Zealand
ML Hayden,42,35,4.0,120.0,10.5,Australia
ML Karlsen,65,131,3.0,49.61832061068702,21.666666666666668,Denmark
ML Kostic,23,21,4.0,109.52380952380952,5.75,Serbia
ML Schutt,7,16,5.0,43.75,1.4,Australia
ML Udawatte,24,32,3.0,75.0,8.0,Sri Lanka
MLG Silva,42,76,8.0,55.26315789473685,5.25,Brazil
MLN Sissako,248,404,17.0,61.38613861386138,14.588235294117649,Cameroon
MM Ali,670,463,32.0,144.70842332613393,20.9375,England
MM Baig,112,98,6.0,114.28571428571428,18.666666666666668,Qatar
MM Chaudhary,14,39,4.0,35.8974358974359,3.5,Nepal
MM Dekeling,21,38,5.0,55.26315789473685,4.2,Netherlands
MM Lanning,1473,1247,36.0,118.12349639133922,40.91666666666666,Australia
MM Mabathoana,6,31,5.0,19.35483870967742,1.2,Lesotho
MM Patel,0,1,1.0,0.0,0.0,India
MM Penfold,3,7,1.0,42.85714285714285,3.0,New Zealand
MM Sarwar,3,3,0.0,100.0,3.0,Kuwait
MM Sharma,0,5,0.0,0.0,0.0,India
MM Siddique,29,20,1.0,145.0,29.0,Japan
MMR Obili,14,28,3.0,50.0,4.666666666666667,Estonia
MN Samuels,898,734,31.0,122.3433242506812,28.967741935483872,West Indies
MN Waller,365,254,11.0,143.7007874015748,33.18181818181818,Zimbabwe
MN van Wyk,136,95,3.0,143.1578947368421,45.333333333333336,South Africa
MNK Fernando,1,3,1.0,33.33333333333333,1.0,Sri Lanka
MNM Aslam,279,298,22.0,93.6241610738255,12.681818181818182,Kuwait
MNR Cooray,59,43,1.0,137.2093023255814,59.0,Maldives
MO Bacarese,24,39,2.0,61.53846153846154,12.0,Gibraltar
MO Jones,43,58,4.0,74.13793103448276,10.75,Bermuda
MO Kain,42,20,2.0,210.0,21.0,United States of America
MO Kitunda,154,210,19.0,73.33333333333333,8.105263157894736,Tanzania
MP Ainsworth,176,229,8.0,76.85589519650655,22.0,Hungary
MP Biddappa,2,22,2.0,9.090909090909092,1.0,Philippines
MP Breetzke,25,34,6.0,73.52941176470588,4.166666666666667,South Africa
MP Enright,21,47,2.0,44.680851063829785,10.5,Namibia
MP O'Dowd,1303,1085,41.0,120.09216589861752,31.78048780487805,Netherlands
MP Stoinis,585,425,20.0,137.64705882352942,29.25,Australia
MP Vaughan,0,1,1.0,0.0,0.0,England
MP Yadav,1,1,0.0,100.0,1.0,India
MPGT Ketiyage,279,221,8.0,126.2443438914027,34.875,Cyprus
MPM Pathirannehelage,83,113,4.0,73.45132743362832,20.75,Austria
MPP San,60,136,13.0,44.11764705882353,4.615384615384615,Myanmar
MPS Cheema,58,68,6.0,85.29411764705883,9.666666666666666,Austria
MR Adair,326,264,23.0,123.48484848484848,14.173913043478262,Ireland
MR Aguilleira,158,180,12.0,87.77777777777777,13.166666666666666,West Indies
MR Dorgan,4,9,1.0,44.44444444444444,4.0,Serbia
MR Gillespie,17,25,2.0,68.0,8.5,New Zealand
MR Kumar,19,28,2.0,67.85714285714286,9.5,United Arab Emirates
MR Machado,7,36,3.0,19.444444444444446,2.333333333333333,Brazil
MR Marsh,548,424,20.0,129.24528301886792,27.4,Australia
MR Meshram,73,102,5.0,71.56862745098039,14.6,India
MR Montfort,1,2,0.0,50.0,1.0,Canada
MR Swart,352,289,12.0,121.79930795847751,29.33333333333333,Netherlands
MRJ Watt,219,190,16.0,115.26315789473684,13.6875,Scotland
MS Atapattu,5,8,1.0,62.5,5.0,Sri Lanka
MS Beresford,5,11,1.0,45.45454545454545,5.0,Germany
MS Chapman,1037,791,39.0,131.0998735777497,26.58974358974359,New Zealand
MS Dhoni,931,784,30.0,118.75,31.03333333333333,India
MS Diakite,15,42,6.0,35.714285714285715,2.5,Mali
MS Diawara,2,7,3.0,28.57142857142857,0.6666666666666666,Mali
MS Graham,3,12,2.0,25.0,1.5,Bahamas
MS Maker,125,98,1.0,127.55102040816328,125.0,Tanzania
MS Wade,618,453,21.0,136.4238410596027,29.428571428571427,Australia
MSC Erasito,9,23,2.0,39.130434782608695,4.5,Fiji
MSF Tedjui,3,4,1.0,75.0,3.0,Cameroon
MSN Ekani,116,235,10.0,49.361702127659576,11.6,Cameroon
MT Diaby,13,18,3.0,72.22222222222221,4.333333333333333,Mali
MT Jacob,6,9,1.0,66.66666666666666,6.0,Qatar
MT Waqanisau,0,2,1.0,0.0,0.0,Fiji
MTMMJ Ave,62,58,3.0,106.89655172413792,20.666666666666668,Cook Islands
MV Boucher,97,104,6.0,93.26923076923076,16.166666666666668,South Africa
MV Fare,1,2,0.0,50.0,1.0,Vanuatu
MV Lehmann,6,21,2.0,28.57142857142857,3.0,Argentina
MV Matsau,3,14,3.0,21.428571428571427,1.0,Lesotho
MV Pavlovic,3,17,3.0,17.647058823529413,1.0,Serbia
MV Waldron,169,221,15.0,76.47058823529412,11.266666666666667,Ireland
MW Forde,48,34,4.0,141.1764705882353,12.0,West Indies
MW Machan,144,117,2.0,123.07692307692308,72.0,Scotland
MW Parkinson,5,4,1.0,125.0,5.0,England
MW Short,196,123,7.0,159.34959349593495,28.0,Australia
MWR Stokes,271,270,13.0,100.37037037037038,20.846153846153847,Guernsey
MY Bawa,5,5,1.0,100.0,5.0,Panama
Ma Qiancheng,2,21,2.0,9.523809523809524,1.0,China
Ma Ruike,16,31,2.0,51.61290322580645,8.0,China
Maaha Naseer,0,1,1.0,0.0,0.0,Maldives
Maaz Khan,96,79,6.0,121.51898734177216,16.0,Lesotho
Mabsar Abdulla,11,23,1.0,47.82608695652174,11.0,Maldives
Madeeha Zuberi,3,3,0.0,100.0,3.0,Kuwait
Madhawa Basnayaka,21,26,3.0,80.76923076923077,7.0,Finland
Mah Noor,0,6,1.0,0.0,0.0,Saudi Arabia
Mah Noor Amir,1,15,3.0,6.666666666666667,0.3333333333333333,Saudi Arabia
Mahedi Hasan,225,239,19.0,94.14225941422592,11.842105263157896,Bangladesh
Mahirah Izzati Ismail,231,351,20.0,65.8119658119658,11.55,Malaysia
Mahmad Data,0,1,1.0,0.0,0.0,Panama
Mahmud Jasat,136,189,9.0,71.95767195767195,15.11111111111111,Panama
Mahmudul Hasan Joy,5,10,1.0,50.0,5.0,Bangladesh
Mahmudullah,1205,1036,46.0,116.31274131274132,26.195652173913043,Bangladesh
Mahnoor Akram,8,13,1.0,61.53846153846154,8.0,Norway
Mahnoor Mahmood,0,3,1.0,0.0,0.0,Kuwait
Mahrukh Imtiaz,1,8,1.0,12.5,1.0,Canada
Maidul Islam,112,126,5.0,88.88888888888889,22.4,Estonia
Maira Khan,14,46,1.0,30.434782608695656,14.0,Saudi Arabia
Malyun Hassan,2,6,1.0,33.33333333333333,2.0,Finland
Malyun Yusuf,5,5,0.0,100.0,5.0,Sweden
Mamoon Latif,38,41,4.0,92.6829268292683,9.5,Belgium
Manal Malik,0,12,1.0,0.0,0.0,Bahrain
Manan Ali,400,278,15.0,143.88489208633092,26.666666666666668,Saudi Arabia
Manan Bashir,139,75,6.0,185.3333333333333,23.166666666666668,Bulgaria
Mandeep Singh,63,61,4.0,103.27868852459017,15.75,Norway
Manish Sharma,16,40,3.0,40.0,5.333333333333333,Cambodia
Manoj Adhikari,14,19,2.0,73.68421052631578,7.0,Bhutan
Manpreet Singh,827,687,34.0,120.37845705967976,24.323529411764707,Singapore
Mansi Parmar,1,1,0.0,100.0,1.0,Czech Republic
Mansoor Malangzai,28,17,1.0,164.70588235294116,28.0,Belgium
Mansoor Safi,124,63,5.0,196.8253968253968,24.8,Austria
Manuel Iturbe,27,35,3.0,77.14285714285715,9.0,Argentina
Maqsood Ahmad,13,19,1.0,68.42105263157895,13.0,Belgium
Marcelle Hanekom,74,92,5.0,80.43478260869566,14.8,Cambodia
Maria Jasvi,40,117,13.0,34.18803418803419,3.076923076923077,Kuwait
Mariam Hasan,1,2,1.0,50.0,1.0,Pakistan
Mariam Waseem,1,6,1.0,16.666666666666664,1.0,Portugal
Mariamma Hyder,82,172,11.0,47.674418604651166,7.454545454545454,Kuwait
Marina Iqbal,145,183,7.0,79.23497267759562,20.714285714285715,Pakistan
Mario Ovalle,2,8,1.0,25.0,2.0,Chile
Mariska Kornet,0,10,1.0,0.0,0.0,Netherlands
Marufa Akter,1,9,1.0,11.11111111111111,1.0,Bangladesh
Maryam Omar,232,369,18.0,62.87262872628726,12.88888888888889,Kuwait
Maryyam Ashraf,37,38,7.0,97.36842105263158,5.285714285714286,Kuwait
Maryyam Sheikh,0,1,1.0,0.0,0.0,Kuwait
Mas Elysa,883,971,31.0,90.93717816683832,28.483870967741936,Malaysia
Mashael Waqas,6,34,2.0,17.647058823529413,3.0,Saudi Arabia
Mashrafe Mortaza,98,74,11.0,132.43243243243242,8.909090909090908,Bangladesh
Masood Jayezeh,1,5,1.0,20.0,1.0,Iran
Mazhar Khan,9,26,2.0,34.61538461538461,4.5,Slovenia
Mazharul Islam,73,73,3.0,100.0,24.33333333333333,Seychelles
Md Ariyan,135,96,6.0,140.625,22.5,Romania
Md Shafiqul Haque,50,47,2.0,106.38297872340424,25.0,Thailand
Md Shuayeb,5,28,2.0,17.857142857142858,2.5,Cambodia
Meet Ahir,24,34,2.0,70.58823529411765,12.0,Panama
Meet Bhavsar,632,499,22.0,126.65330661322643,28.727272727272727,Kuwait
Meghna Rajan,174,159,2.0,109.43396226415094,87.0,Switzerland
Meghna Singh,0,1,1.0,0.0,0.0,India
Mehak Thakur,1,1,0.0,100.0,1.0,United Arab Emirates
Mehboob Ali,175,91,7.0,192.30769230769232,25.0,Malta
Mehedi Hasan Miraz,267,232,15.0,115.08620689655172,17.8,Bangladesh
Mehrab Hossain jnr,10,19,1.0,52.63157894736842,10.0,Bangladesh
Mehran Khan,144,127,13.0,113.38582677165354,11.076923076923077,Oman
Mehran Siasar,0,3,1.0,0.0,0.0,Iran
Melanie Ani,24,46,2.0,52.17391304347826,12.0,Papua New Guinea
Mengting Liu,11,29,6.0,37.93103448275862,1.8333333333333333,China
Merwais Shinwari,12,23,2.0,52.17391304347826,6.0,Slovenia
Mia Arda,8,22,1.0,36.36363636363637,8.0,Indonesia
Mian Mehmood,18,21,1.0,85.71428571428571,18.0,Portugal
Mihir Patel,2,2,1.0,100.0,2.0,Canada
Milad Momend,0,1,1.0,0.0,0.0,Luxembourg
Milind Kumar,133,138,4.0,96.37681159420288,33.25,United States of America
Mirab Razwan,30,51,7.0,58.82352941176471,4.285714285714286,Norway
Mirab Sajjad,10,14,3.0,71.42857142857143,3.333333333333333,Norway
Miria Raio,2,15,3.0,13.333333333333334,0.6666666666666666,Papua New Guinea
Mirza Ahmed,1,1,0.0,100.0,1.0,Kuwait
Mirza Ahsan,183,127,11.0,144.09448818897638,16.636363636363637,Austria
Mirza Baig,32,20,1.0,160.0,32.0,Pakistan
Misbah-ul-Haq,353,309,9.0,114.23948220064726,39.22222222222222,Pakistan
Mobashar Ashraf,2,5,1.0,40.0,2.0,France
Moe Ei Phyu,0,2,1.0,0.0,0.0,Myanmar
Mofassar Saeed,17,20,1.0,85.0,17.0,Norway
Mohamed Arief,120,103,6.0,116.50485436893204,20.0,Malaysia
Mohamed Azzam,124,179,12.0,69.27374301675978,10.333333333333334,Maldives
Mohamed Coulibaly,16,58,6.0,27.58620689655172,2.6666666666666665,Mali
Mohamed Fadiga,0,4,1.0,0.0,0.0,Mali
Mohamed Ishmath,0,2,1.0,0.0,0.0,Maldives
Mohamed Khan,0,2,2.0,0.0,0.0,Sierra Leone
Mohamed Mahfooz,30,48,2.0,62.5,15.0,Maldives
Mohamed Miuvaan,0,1,1.0,0.0,0.0,Maldives
Mohamed Rishwan,188,212,14.0,88.67924528301887,13.428571428571429,Maldives
Mohamed Shafeeq,20,23,7.0,86.95652173913044,2.857142857142857,Kuwait
Mohamed Shiyam,0,8,1.0,0.0,0.0,Maldives
Mohamed Turay,5,5,0.0,100.0,5.0,Sierra Leone
Mohameed Taiwo,71,107,15.0,66.35514018691589,4.733333333333333,Nigeria
Mohammad Aadil Alam,96,72,6.0,133.33333333333331,16.0,Nepal
Mohammad Abrar,8,7,0.0,114.28571428571428,8.0,Qatar
Mohammad Ahnaff,111,108,6.0,102.77777777777776,18.5,Qatar
Mohammad Ahsan,4,8,1.0,50.0,4.0,Kuwait
Mohammad Ali,1,1,0.0,100.0,1.0,Pakistan
Mohammad Amin,45,33,2.0,136.36363636363637,22.5,Kuwait
Mohammad Amir,50,59,7.0,84.7457627118644,7.142857142857143,Pakistan
Mohammad Asaduzzaman,1,1,0.0,100.0,1.0,Finland
Mohammad Ashraful,76,64,8.0,118.75,9.5,Bangladesh
Mohammad Ayaz,0,2,1.0,0.0,0.0,United Arab Emirates
Mohammad Bhaidu,22,34,3.0,64.70588235294117,7.333333333333333,Zambia
Mohammad Boota,88,81,3.0,108.64197530864196,29.33333333333333,United Arab Emirates
Mohammad Ghazanfar,7,7,0.0,100.0,7.0,Hong Kong
Mohammad Hafeez,1516,1221,49.0,124.16052416052416,30.93877551020408,Pakistan
Mohammad Haris,291,248,20.0,117.33870967741936,14.55,Pakistan
Mohammad Hasnain,4,11,0.0,36.36363636363637,4.0,Pakistan
Mohammad Ihsan,487,286,9.0,170.27972027972027,54.11111111111112,Spain
Mohammad Irfan,1,3,0.0,33.33333333333333,1.0,Pakistan
Mohammad Kamran,35,44,4.0,79.54545454545455,8.75,Spain
Mohammad Mithun,75,69,3.0,108.69565217391305,25.0,Bangladesh
Mohammad Nadeem,381,386,20.0,98.70466321243524,19.05,Oman
Mohammad Naim,442,445,19.0,99.32584269662922,23.26315789473684,Bangladesh
Mohammad Naveed,94,78,8.0,120.51282051282053,11.75,United Arab Emirates
Mohammad Nawaz,329,259,21.0,127.02702702702702,15.666666666666666,Pakistan
Mohammad Nawaz (3),27,41,5.0,65.85365853658537,5.4,Pakistan
Mohammad Rizlan,100,101,6.0,99.009900990099,16.666666666666668,Qatar
Mohammad Rizwan,1793,1408,33.0,127.34375,54.333333333333336,Pakistan
Mohammad Saifuddin,45,23,3.0,195.65217391304347,15.0,Bangladesh
Mohammad Sami,8,18,1.0,44.44444444444444,8.0,Pakistan
Mohammad Shahzad,104,100,6.0,104.0,17.333333333333332,United Arab Emirates
Mohammad Tauqir,4,6,1.0,66.66666666666666,4.0,United Arab Emirates
Mohammad Usman,9,18,1.0,50.0,9.0,United Arab Emirates
Mohammad Wasim,19,28,3.0,67.85714285714286,6.333333333333333,Pakistan
Mohammad Yousuf,30,24,2.0,125.0,15.0,Pakistan
Mohammed Alamgir,34,17,1.0,200.0,34.0,Eswatini
Mohammed Awais,2,4,1.0,50.0,2.0,Qatar
Mohammed Faraazuddin,0,3,1.0,0.0,0.0,United Arab Emirates
Mohammed Irshad,55,45,4.0,122.22222222222224,13.75,Qatar
Mohammed Jimia,28,54,3.0,51.85185185185185,9.333333333333334,Uganda
Mohammed Nadeem,1,3,1.0,33.33333333333333,1.0,Qatar
Mohammed Qasim,25,31,2.0,80.64516129032258,12.5,United Arab Emirates
Mohammed Shami,0,6,1.0,0.0,0.0,India
Mohammed Siraj,9,9,2.0,100.0,4.5,India
Mohmedazim Abbasbhai,26,29,2.0,89.65517241379311,13.0,Zambia
Mohsin Shabbir,0,2,1.0,0.0,0.0,Saudi Arabia
Mohsin Zaki,1,1,0.0,100.0,1.0,Bahrain
Mokbul Ahammed,5,18,1.0,27.77777777777778,5.0,Qatar
Mominul Haque,9,9,1.0,100.0,9.0,Bangladesh
Mongdara Sok,1,2,1.0,50.0,1.0,Cambodia
Mosaddek Hossain,182,167,9.0,108.9820359281437,20.22222222222222,Bangladesh
Moshiur Rahman,7,16,1.0,43.75,7.0,Estonia
Mounica Chowdary,4,25,1.0,16.0,4.0,Luxembourg
Mrittunjoy Chowdhury,4,11,1.0,36.36363636363637,4.0,Bangladesh
Mudassar Bukhari,86,90,6.0,95.55555555555556,14.333333333333334,Netherlands
Mudassar Muhammad,23,34,1.0,67.64705882352942,23.0,Germany
Mudassir Iqbal,11,25,3.0,44.0,3.6666666666666665,South Korea
Muhammad Ajmal,5,9,1.0,55.55555555555556,5.0,Malta
Muhammad Amin,77,78,6.0,98.71794871794872,12.833333333333334,Swaziland
Muhammad Amir,354,346,20.0,102.3121387283237,17.7,Malaysia
Muhammad Arfan,27,20,1.0,135.0,27.0,United Arab Emirates
Muhammad Asim,351,291,11.0,120.61855670103093,31.90909090909091,Zambia
Muhammad Burhan,43,33,6.0,130.3030303030303,7.166666666666667,Hungary
Muhammad Fahad,211,90,4.0,234.44444444444449,52.75,Turkey
Muhammad Fahim,5,9,2.0,55.55555555555556,2.5,Belgium
Muhammad Farooq,5,4,1.0,125.0,5.0,Cyprus
Muhammad Haziq Aiman,177,103,2.0,171.84466019417474,88.5,Malaysia
Muhammad Jabir,0,8,2.0,0.0,0.0,Qatar
Muhammad Jawadullah,1,5,1.0,20.0,1.0,United Arab Emirates
Muhammad Kaleem,59,72,4.0,81.94444444444444,14.75,United Arab Emirates
Muhammad Kashif,103,69,3.0,149.27536231884056,34.333333333333336,Kuwait
Muhammad Khan,0,6,1.0,0.0,0.0,Hong Kong
Muhammad Moiz,49,34,6.0,144.11764705882354,8.166666666666666,Romania
Muhammad Muneeb,377,361,17.0,104.43213296398892,22.176470588235293,Belgium
Muhammad Murad,20,29,2.0,68.96551724137932,10.0,Qatar
Muhammad Nadir,75,82,6.0,91.46341463414636,12.5,Rwanda
Muhammad Naeem,67,76,4.0,88.1578947368421,16.75,Cambodia
Muhammad Rohid,2,2,0.0,100.0,2.0,United Arab Emirates
Muhammad Saleem,28,18,1.0,155.55555555555557,28.0,Brazil
Muhammad Saqlain,0,5,1.0,0.0,0.0,Hungary
Muhammad Shoaib Ahmed,82,78,4.0,105.12820512820514,20.5,Cyprus
Muhammad Siddiqui,110,90,5.0,122.22222222222224,22.0,Slovenia
Muhammad Tahir,3,11,1.0,27.27272727272727,3.0,Greece
Muhammad Tanveer,480,402,14.0,119.40298507462686,34.285714285714285,Qatar
Muhammad Umar,103,89,6.0,115.73033707865169,17.166666666666668,Kuwait
Muhammad Usman,574,435,24.0,131.95402298850573,23.916666666666668,United Arab Emirates
Muhammad Usman (3),29,21,0.0,138.0952380952381,29.0,Hungary
Muhammad Wafiq,27,34,4.0,79.41176470588235,6.75,Malaysia
Muhammad Yasin,67,77,5.0,87.01298701298701,13.4,Spain
Muhammad Younis,71,62,5.0,114.51612903225808,14.2,Bahrain
Muhammad Zafar Khan,4,10,1.0,40.0,4.0,Tanzania
Muhammad Zohaib,73,69,3.0,105.79710144927536,24.33333333333333,United Arab Emirates
Muhammed Basil,6,14,2.0,42.85714285714285,3.0,Bahrain
Muhammed Imran,1,2,1.0,50.0,1.0,Oman
