batter,total_runs,balls_faced,times_out,strike_rate,average,team
Sun Meng Yao,78,124,3.0,62.903225806451616,26.0,China
Suraj Kumar,38,31,4.0,122.58064516129032,9.5,Oman
Surya Anand,273,258,8.0,105.8139534883721,34.125,Denmark
Suzan Turan,57,65,4.0,87.6923076923077,14.25,Turkey
Swann Htet Ko Ko,31,51,7.0,60.78431372549019,4.428571428571429,Myanmar
Sweeta Corda,54,77,4.0,70.12987012987013,13.5,Bahrain
Syazrul Idrus,38,25,5.0,152.0,7.6,Malaysia
Syed Ali Gillani,3,3,0.0,100.0,3.0,Sweden
Syed Amanullah,11,14,0.0,78.57142857142857,11.0,Greece
Syed Aqeel Israr,13,9,1.0,144.44444444444443,13.0,Ghana
Syed Aziz,1412,1085,59.0,130.13824884792626,23.93220338983051,Malaysia
Syed Faizan Tahir,10,15,3.0,66.66666666666666,3.333333333333333,Saudi Arabia
Syed Haider,87,71,4.0,122.53521126760565,21.75,United Arab Emirates
Syed Maisam Ali,31,25,1.0,124.0,31.0,Portugal
Syed Naqvi,4,9,0.0,44.44444444444444,4.0,Italy
Syed Rasel,7,9,2.0,77.77777777777779,3.5,Bangladesh
Syed Rehmatullah,1,2,0.0,50.0,1.0,Malaysia
Syeda Aroob Shah,18,25,2.0,72.0,9.0,Pakistan
Sylvia Usabyimana,6,10,2.0,60.0,3.0,Rwanda
T Abdulquadri,0,2,1.0,0.0,0.0,Nigeria
T Amarmend,1,31,4.0,3.225806451612903,0.25,Mongolia
T Araliya,14,28,2.0,50.0,7.0,Italy
T Ariuntsetseg,18,62,5.0,29.03225806451613,3.6,Mongolia
T Banton,186,131,10.0,141.98473282442748,18.6,England
T Basile,21,30,3.0,70.0,7.0,Argentina
T Batjargal,1,4,1.0,25.0,1.0,Mongolia
T Bavuma,397,306,19.0,129.73856209150327,20.894736842105264,South Africa
T Bharaj,379,326,19.0,116.25766871165644,19.94736842105263,Denmark
T Bhatia,91,117,11.0,77.77777777777779,8.272727272727273,India
T Brits,1046,944,30.0,110.80508474576273,34.86666666666667,South Africa
T Brown,3,6,1.0,50.0,3.0,Bahamas
T Chabila,0,1,1.0,0.0,0.0,Malawi
T Cheki,0,1,1.0,0.0,0.0,Bhutan
T Chetty,184,261,20.0,70.49808429118774,9.2,South Africa
T Chopra,6,14,0.0,42.85714285714285,6.0,United States of America
T Cross,5,11,1.0,45.45454545454545,5.0,Estonia
T De Silva,5,27,3.0,18.51851851851852,1.6666666666666667,Cyprus
T Dissanayake,38,41,2.0,92.6829268292683,19.0,Bulgaria
T Dlamini,0,21,2.0,0.0,0.0,Eswatini
T Elikana,2,6,0.0,33.33333333333333,2.0,Cook Islands
T Filer,12,17,3.0,70.58823529411765,4.0,Estonia
T Gedarage,16,63,3.0,25.396825396825395,5.333333333333333,Cyprus
T Granger,17,14,0.0,121.42857142857142,17.0,Zimbabwe
T Gwandu,1,2,0.0,50.0,1.0,Zimbabwe
T Henderson,0,2,1.0,0.0,0.0,South Africa
T Hewa,0,1,1.0,0.0,0.0,Cayman Islands
T Hinds,5,4,0.0,125.0,5.0,West Indies
T Holder,1,16,2.0,6.25,0.5,West Indies
T Horpinitch,9,17,1.0,52.94117647058824,9.0,Seychelles
T Iosefo,39,48,6.0,81.25,6.5,Samoa
T Jamtsho,261,245,17.0,106.53061224489797,15.352941176470589,Bhutan
T Kahamker,2,4,0.0,50.0,2.0,Israel
T Kaisala,52,66,3.0,78.78787878787878,17.333333333333332,Samoa
T Kale,12,30,3.0,40.0,4.0,Qatar
T Khabo,16,75,4.0,21.333333333333336,4.0,Lesotho
T Kobeli,12,50,4.0,24.0,3.0,Lesotho
T Kolcunova,68,126,7.0,53.96825396825397,9.714285714285714,Czech Republic
T Koloi,1,2,1.0,50.0,1.0,Lesotho
T Konate,0,7,2.0,0.0,0.0,Mali
T Lafai,35,55,3.0,63.63636363636363,11.666666666666666,Samoa
T Legaabile,51,100,5.0,51.0,10.2,Botswana
T Leskinen,1,1,0.0,100.0,1.0,Finland
T Luka,70,142,7.0,49.29577464788733,10.0,Malawi
T Lungameni,4,7,1.0,57.14285714285714,4.0,Namibia
T Maika,25,45,3.0,55.55555555555556,8.333333333333334,Cook Islands
T Makaya,4,6,1.0,66.66666666666666,4.0,Malawi
T Malinga,1,9,1.0,11.11111111111111,1.0,Eswatini
T Manders,598,464,13.0,128.8793103448276,46.0,Bermuda
T Martic,10,21,1.0,47.61904761904761,10.0,Serbia
T Martin,62,37,3.0,167.56756756756758,20.666666666666668,Luxembourg
T Maruma,18,22,1.0,81.81818181818183,18.0,Zimbabwe
T Marumani,656,524,30.0,125.1908396946565,21.866666666666667,Zimbabwe
T Mato,1,3,0.0,33.33333333333333,1.0,Cook Islands
T Mishra,147,165,8.0,89.0909090909091,18.375,Kenya
T Misi,1,1,1.0,100.0,1.0,Samoa
T Modise,38,94,6.0,40.42553191489361,6.333333333333333,Botswana
T Moitoi,0,3,1.0,0.0,0.0,Botswana
T Motlhabaphuti,17,48,1.0,35.41666666666667,17.0,Botswana
T Mpandakwaya,13,30,2.0,43.333333333333336,6.5,Malawi
T Mulepati,33,125,4.0,26.4,8.25,Finland
T Munyonga,138,138,14.0,100.0,9.857142857142858,Zimbabwe
T Musekiwa,192,125,10.0,153.6,19.2,Zimbabwe
T Muzarabani,0,2,0.0,0.0,0.0,Zimbabwe
T Nightingale,216,168,13.0,128.57142857142858,16.615384615384617,Guernsey
T Panyangara,4,5,1.0,80.0,4.0,Zimbabwe
T Parima,18,36,3.0,50.0,6.0,Cook Islands
T Parisi-mesimeri,5,18,0.0,27.77777777777778,5.0,Greece
T Perera,181,191,10.0,94.76439790575915,18.1,Botswana
T Phaswana,0,3,1.0,0.0,0.0,Botswana
T Putthawong,113,158,8.0,71.51898734177216,14.125,Thailand
T Rajiv,1,5,1.0,20.0,1.0,Seychelles
T Ramabitsa,15,26,3.0,57.692307692307686,5.0,Lesotho
T Ramautar,4,15,2.0,26.666666666666668,2.0,Suriname
T Ritawa,1,2,1.0,50.0,1.0,Cook Islands
T Rodriguez,4,20,4.0,20.0,1.0,France
T Rossi,103,107,8.0,96.26168224299066,12.875,Argentina
T Ruma,335,412,13.0,81.31067961165049,25.76923076923077,Papua New Guinea
T Sandaruwan,4,8,2.0,50.0,2.0,Romania
T Sandeep,59,77,3.0,76.62337662337663,19.666666666666668,Eswatini
T Sarada,1,5,1.0,20.0,1.0,Malta
T Shabani,3,2,1.0,150.0,3.0,Tanzania
T Shadrack,238,451,14.0,52.77161862527716,17.0,Botswana
T Shamsi,0,6,2.0,0.0,0.0,South Africa
T Singye,6,6,1.0,100.0,6.0,Bhutan
T Skordili,1,5,1.0,20.0,1.0,Greece
T Smith,89,96,5.0,92.70833333333334,17.8,Jersey
T Stubbs,382,266,14.0,143.60902255639098,27.285714285714285,South Africa
T Sumiya,0,10,1.0,0.0,0.0,Mongolia
T Suri,151,123,4.0,122.7642276422764,37.75,United Arab Emirates
T Taibu,97,93,4.0,104.3010752688172,24.25,Zimbabwe
T Takada,18,16,1.0,112.5,18.0,Japan
T Taylor,65,75,7.0,86.66666666666667,9.285714285714286,Cayman Islands
T Thorpe,11,18,2.0,61.11111111111112,5.5,Canada
T Thushara,1,2,1.0,50.0,1.0,Sri Lanka
T Trajkovic,39,64,3.0,60.9375,13.0,Serbia
T Tshose,149,121,14.0,123.14049586776858,10.642857142857142,Botswana
T Tumursukh,0,5,2.0,0.0,0.0,Mongolia
T Turan,0,5,1.0,0.0,0.0,Turkey
T Vanuarua,8,6,1.0,133.33333333333331,8.0,Cook Islands
T Wangchuk,53,74,14.0,71.62162162162163,3.7857142857142856,Bhutan
T Whiteman,40,39,3.0,102.56410256410255,13.333333333333334,Luxembourg
T Wigradianti,3,6,1.0,50.0,3.0,Indonesia
T Wuatai,1,1,0.0,100.0,1.0,Cook Islands
T Yangchen,3,11,1.0,27.27272727272727,3.0,Kuwait
T Yotharat,6,20,0.0,30.0,6.0,Thailand
T Zangmo,179,277,12.0,64.62093862815884,14.916666666666666,Bhutan
T Zotos,1,2,0.0,50.0,1.0,Greece
T de Zorzi,40,28,2.0,142.85714285714286,20.0,South Africa
T van der Gugten,101,74,4.0,136.48648648648648,25.25,Netherlands
TA Blundell,78,80,4.0,97.5,19.5,New Zealand
TA Boult,3,3,0.0,100.0,3.0,New Zealand
TA Lavia,23,39,2.0,58.97435897435898,11.5,Canada
TAM Siriwardana,74,67,7.0,110.44776119402984,10.571428571428571,Sri Lanka
TAW Patterson,16,20,1.0,80.0,16.0,Belize
TB Pawde,59,76,2.0,77.63157894736842,29.5,Oman
TB Robinson,378,294,13.0,128.57142857142858,29.07692307692308,New Zealand
TB Sole,44,27,2.0,162.96296296296296,22.0,Scotland
TB de Bruyn,26,16,2.0,162.5,13.0,South Africa
TC Barker,425,348,14.0,122.1264367816092,30.357142857142858,Luxembourg
TC Bruce,113,85,5.0,132.94117647058823,22.6,New Zealand
TC Mataora,106,129,4.0,82.17054263565892,26.5,Cook Islands
TCR Kimber,4,11,2.0,36.36363636363637,2.0,Guernsey
TCW Veillard,3,5,0.0,60.0,3.0,Guernsey
TD Chaoana,12,22,2.0,54.54545454545454,6.0,Lesotho
TD Paine,46,34,3.0,135.29411764705884,15.333333333333334,Australia
TD Smartt,20,23,1.0,86.95652173913044,20.0,West Indies
TE Britton,60,210,12.0,28.57142857142857,5.0,France
TE Kane,37,31,2.0,119.35483870967742,18.5,Ireland
TG Gordon,28,34,2.0,82.35294117647058,14.0,Canada
TG Norris,15,24,2.0,62.5,7.5,United States of America
TG Southee,126,97,12.0,129.89690721649484,10.5,New Zealand
TG Thamae,2,8,2.0,25.0,1.0,Lesotho
TGJ Gruijters,37,36,1.0,102.77777777777776,37.0,Netherlands
TH David,978,588,21.0,166.32653061224488,46.57142857142857,Australia
TH Semau,9,23,5.0,39.130434782608695,1.8,Samoa
TH Tector,87,54,3.0,161.11111111111111,29.0,Ireland
TI Gajanayake,254,335,10.0,75.82089552238806,25.4,Bahrain
TJ Mahe,0,2,1.0,0.0,0.0,Lesotho
TJ Murtagh,12,8,0.0,150.0,12.0,Ireland
TJ Ramphoma,5,8,1.0,62.5,5.0,Lesotho
TJ Stephenson,7,5,0.0,140.0,7.0,Belize
TJE Chiracheque,13,32,2.0,40.625,6.5,Mozambique
TJG Pringle,24,29,4.0,82.75862068965517,6.0,Netherlands
TJP Weo,3,12,1.0,25.0,3.0,Indonesia
TK Curran,24,24,3.0,100.0,8.0,England
TK Joseph,90,93,8.0,96.7741935483871,11.25,Ghana
TK Lal,3,2,1.0,150.0,3.0,Czech Republic
TK Musakanda,64,55,5.0,116.36363636363636,12.8,Zimbabwe
TK Patel,14,15,0.0,93.33333333333331,14.0,United States of America
TKP Rajapaksha,67,89,5.0,75.28089887640449,13.4,Seychelles
TL Chatara,13,26,0.0,50.0,13.0,Zimbabwe
TL Cutler,38,32,1.0,118.75,38.0,Vanuatu
TL Seifert,861,609,35.0,141.3793103448276,24.6,New Zealand
TLW Cooper,377,279,12.0,135.12544802867384,31.416666666666668,Netherlands
TM Dilshan,1082,929,40.0,116.46932185145316,27.05,Sri Lanka
TM Dowlin,31,33,1.0,93.93939393939394,31.0,West Indies
TM Faimalo,6,32,1.0,18.75,6.0,Samoa
TM Head,397,249,18.0,159.43775100401606,22.05555555555556,Australia
TM Macalou,27,103,5.0,26.21359223300971,5.4,Mali
TM McGrath,637,503,17.0,126.64015904572564,37.47058823529412,Australia
TM Odoyo,55,64,5.0,85.9375,11.0,Kenya
TMA Leslie,17,40,5.0,42.5,3.4,Cameroon
TMM Newton,3,14,3.0,21.428571428571427,1.0,New Zealand
TN de Grooth,52,55,2.0,94.54545454545456,26.0,Netherlands
TNM Soleh,9,24,1.0,37.5,9.0,Indonesia
TO Thilappan,1,5,1.0,20.0,1.0,Singapore
TP Allen,18,13,1.0,138.46153846153845,18.0,United States of America
TP Ura,594,413,21.0,143.82566585956417,28.285714285714285,Papua New Guinea
TP Visee,300,216,15.0,138.88888888888889,20.0,Netherlands
TR Birt,31,34,3.0,91.17647058823528,10.333333333333334,Australia
TR Sadhu,3,12,1.0,25.0,3.0,India
TRR Sharfudheen,3,25,1.0,12.0,3.0,Malta
TS Braat,5,4,1.0,125.0,5.0,Netherlands
TS Chisoro,24,26,0.0,92.3076923076923,24.0,Zimbabwe
TS Cordes,0,12,1.0,0.0,0.0,South Africa
TS Erichsen,57,77,3.0,74.02597402597402,19.0,Denmark
TS Fray,405,444,19.0,91.2162162162162,21.31578947368421,Bermuda
TS Kamunhukamwe,154,149,9.0,103.35570469798658,17.11111111111111,Zimbabwe
TS Mills,0,2,1.0,0.0,0.0,England
TS Omary,18,28,5.0,64.28571428571429,3.6,Tanzania
TS Sekhukhune,8,18,2.0,44.44444444444444,4.0,South Africa
TS Shwe,4,16,1.0,25.0,4.0,Myanmar
TS Waqavakatoga,23,22,2.0,104.54545454545456,11.5,Fiji
TSS Mackintosh,16,14,1.0,114.28571428571428,16.0,Scotland
TT Aung,121,207,11.0,58.45410628019325,11.0,Myanmar
TT Beaumont,1211,1065,47.0,113.7089201877934,25.76595744680851,England
TT Bresnan,64,55,6.0,116.36363636363636,10.666666666666666,England
TT Maposa,26,27,1.0,96.29629629629628,26.0,Zimbabwe
TT Soe,140,172,14.0,81.3953488372093,10.0,Myanmar
TV Valivarthi,12,10,1.0,120.0,12.0,Hungary
TW Hamid,12,7,0.0,171.42857142857142,12.0,Indonesia
TW Samuels,23,33,2.0,69.6969696969697,11.5,Belize
TWM Latham,258,245,11.0,105.3061224489796,23.454545454545453,New Zealand
Tafseer Ali,9,12,0.0,75.0,9.0,Norway
Taher Muhammad,39,68,5.0,57.35294117647059,7.8,Slovenia
Taj Nehar,11,16,2.0,68.75,5.5,Bangladesh
Talha Khan,178,176,9.0,101.13636363636364,19.77777777777778,Germany
Tamim Iqbal,849,719,27.0,118.08066759388038,31.444444444444443,Bangladesh
Tamoor Sajjad,23,24,1.0,95.83333333333334,23.0,Qatar
Tanveer Ahmed,7,10,0.0,70.0,7.0,Hong Kong
Tanvir Islam,12,17,1.0,70.58823529411765,12.0,Bangladesh
Tanwir Afzal,43,52,5.0,82.6923076923077,8.6,Hong Kong
Tanzeel Sheikh,71,54,5.0,131.4814814814815,14.2,Kenya
Tanzid Hasan,388,315,17.0,123.17460317460318,22.823529411764707,Bangladesh
Tanzim Hasan Sakib,67,65,5.0,103.07692307692308,13.4,Bangladesh
Taranjeet Singh,733,507,21.0,144.5759368836292,34.904761904761905,Romania
Taranjit Singh,167,74,6.0,225.67567567567565,27.83333333333333,Cyprus
Tariq Aziz,0,1,1.0,0.0,0.0,Portugal
Tarun Sharma,94,88,5.0,106.8181818181818,18.8,Slovenia
Tarun Yadav,14,11,2.0,127.27272727272728,7.0,Bulgaria
Tasaduq Hussain,2,4,1.0,50.0,2.0,Sweden
Tashi Dorji,62,29,4.0,213.79310344827584,15.5,Bhutan
Tashi Phuntsho,74,106,2.0,69.81132075471697,37.0,Bhutan
Tashiba Mirza,5,11,0.0,45.45454545454545,5.0,Spain
Taskin Ahmed,90,99,8.0,90.9090909090909,11.25,Bangladesh
Tauqeer Hussain,3,3,0.0,100.0,3.0,Spain
Tayyab Tahir,66,46,2.0,143.47826086956522,33.0,Pakistan
Tazia Akhter,3,12,2.0,25.0,1.5,Bangladesh
Tejwinder Singh,61,29,5.0,210.3448275862069,12.2,Cyprus
Tenjin Rabgey,399,413,16.0,96.61016949152544,24.9375,Bhutan
Tenzin Wangchuk jnr,0,3,1.0,0.0,0.0,Bhutan
Thae Thae Po,48,64,2.0,75.0,24.0,Myanmar
Theertha Satish,1329,1232,35.0,107.8733766233766,37.97142857142857,United Arab Emirates
Thuya Aung,193,354,17.0,54.51977401129944,11.352941176470589,Myanmar
Tian Sen Qun,8,30,3.0,26.666666666666668,2.6666666666666665,China
Tilak Varma,639,443,16.0,144.24379232505643,39.9375,India
Toqeer Ahmad,1,1,1.0,100.0,1.0,Denmark
Towhid Hridoy,411,345,22.0,119.1304347826087,18.681818181818183,Bangladesh
Tripti Gore,0,3,1.0,0.0,0.0,Belgium
Tshering Choden,0,3,1.0,0.0,0.0,Bhutan
Tshering Tashi,29,43,4.0,67.44186046511628,7.25,Bhutan
Tuba Hassan,48,57,5.0,84.21052631578947,9.6,Pakistan
U Anujin,0,1,0.0,0.0,0.0,Mongolia
U Aryaman Sunil,99,78,9.0,126.92307692307692,11.0,Singapore
U Bayarjavkhlan,15,62,3.0,24.193548387096776,5.0,Mongolia
U Bhagwan,1,1,0.0,100.0,1.0,Canada
U Bhatti,19,14,2.0,135.71428571428572,9.5,Canada
U Chetry,37,41,4.0,90.2439024390244,9.25,India
U Dorji,8,6,2.0,133.33333333333331,4.0,Bhutan
U Iftikhar,7,6,1.0,116.66666666666669,7.0,United States of America
U Peace,23,34,4.0,67.64705882352942,5.75,Nigeria
U Raymond-Hoey,4,5,2.0,80.0,2.0,Ireland
U Shahid,1,4,1.0,25.0,1.0,France
U Shantu,8,6,1.0,133.33333333333331,8.0,Portugal
U Sofi,8,6,1.0,133.33333333333331,8.0,Samoa
U Thimashini,38,44,4.0,86.36363636363636,9.5,Sri Lanka
UCKA Dona,81,113,8.0,71.68141592920354,10.125,United Arab Emirates
UNGB Thenannahelage,7,9,0.0,77.77777777777779,7.0,Czech Republic
US Hathinjar,165,212,13.0,77.83018867924528,12.692307692307692,Cambodia
UT Khawaja,106,72,5.0,147.22222222222223,21.2,Australia
UT Yadav,2,5,1.0,40.0,2.0,India
Ubaid Minhas,12,9,0.0,133.33333333333331,12.0,Bahrain
Ugyen Dorji,0,5,1.0,0.0,0.0,Bhutan
Umaima Sohail,271,335,21.0,80.8955223880597,12.904761904761903,Pakistan
Umair Ali,21,17,2.0,123.52941176470588,10.5,United Arab Emirates
Umair Qasim,61,65,9.0,93.84615384615384,6.777777777777778,Eswatini
Umair Sharif,2,2,1.0,100.0,2.0,Saudi Arabia
Umair Tariq,84,93,8.0,90.32258064516128,10.5,Austria
Umar Adam,292,234,19.0,124.78632478632478,15.36842105263158,Maldives
Umar Akmal,1076,819,32.0,131.37973137973137,33.625,Pakistan
Umar Amin,87,81,6.0,107.40740740740742,14.5,Pakistan
Umar Gul,77,83,7.0,92.7710843373494,11.0,Pakistan
Umar Nawaz,85,78,2.0,108.97435897435896,42.5,Sweden
Umer Imtiaz,249,249,19.0,100.0,13.105263157894736,Bahrain
Umm-e-Hani,12,23,3.0,52.17391304347826,4.0,Pakistan
Usama Mir,1,1,0.0,100.0,1.0,Pakistan
Usman Arif,119,70,8.0,170.0,14.875,Norway
Usman Khalid,166,176,9.0,94.31818181818184,18.444444444444443,Saudi Arabia
Usman Khan,481,408,22.0,117.8921568627451,21.863636363636363,France
Usman Mushtaq,13,25,1.0,52.0,13.0,United Arab Emirates
Usman Najeeb,126,87,9.0,144.82758620689654,14.0,Saudi Arabia
Usman Patel,374,295,20.0,126.77966101694916,18.7,Kuwait
Usman Qadir,31,25,2.0,124.0,15.5,Pakistan
Usman Waheed,28,19,1.0,147.36842105263156,28.0,Kuwait
Usrah Umar Farooq,0,4,1.0,0.0,0.0,Saudi Arabia
Uswa Syed,39,64,3.0,60.9375,13.0,Spain
Utkarsh Jain,26,34,3.0,76.47058823529412,8.666666666666666,Cambodia
Uzair Amir,0,1,1.0,0.0,0.0,Qatar
V Abuga,210,258,10.0,81.3953488372093,21.0,Kenya
V Araa,2,6,1.0,33.33333333333333,2.0,Papua New Guinea
V Aravind,552,492,18.0,112.19512195121952,30.666666666666668,United Arab Emirates
V Aritharan,20,19,2.0,105.26315789473684,10.0,Germany
V Atanasova,1,22,1.0,4.545454545454546,1.0,Bulgaria
V Avdylaj,0,13,1.0,0.0,0.0,Austria
V Balakrishnan,387,346,14.0,111.84971098265896,27.642857142857142,Botswana
V Baskaran,15,25,6.0,60.0,2.5,Singapore
V Frank,68,82,3.0,82.92682926829268,22.666666666666668,Papua New Guinea
V Ganesan,174,183,8.0,95.08196721311477,21.75,Germany
V Hampihallikar,4,2,1.0,200.0,4.0,Singapore
V Hamunyela,21,35,4.0,60.0,5.25,Namibia
V Hirlal,36,51,3.0,70.58823529411765,12.0,Suriname
V Hristov,5,9,1.0,55.55555555555556,5.0,Bulgaria
V Igbinedion,75,96,5.0,78.125,15.0,Nigeria
V Jagannivasan,3,10,1.0,30.0,3.0,Czech Republic
V Jatinder Kumar,4,2,1.0,200.0,4.0,Germany
V Jayant,17,28,3.0,60.71428571428571,5.666666666666667,Lesotho
V Jesrani,38,79,5.0,48.10126582278481,7.6,Oman
V Kai,8,21,1.0,38.095238095238095,8.0,France
V Khanduri,6,13,1.0,46.15384615384615,6.0,Cyprus
V Kohli,1979,1503,56.0,131.66999334664004,35.339285714285715,India
V Krishnamurthy,291,267,17.0,108.98876404494382,17.11764705882353,India
V Langiatu,263,372,15.0,70.6989247311828,17.533333333333335,Vanuatu
V Mahajan,37,58,5.0,63.793103448275865,7.4,Canada
V Mansale,31,52,7.0,59.61538461538461,4.428571428571429,Vanuatu
V Marghashayam,0,1,1.0,0.0,0.0,Czech Republic
V Mbazo,95,131,17.0,72.51908396946564,5.588235294117647,Botswana
V Mitari,4,7,0.0,57.14285714285714,4.0,Rwanda
V NIkolova,24,50,2.0,48.0,12.0,Bulgaria
V Nagpaul,4,7,1.0,57.14285714285714,4.0,Singapore
V Nikolova,35,67,6.0,52.23880597014925,5.833333333333333,Bulgaria
V Ooko,266,336,16.0,79.16666666666666,16.625,Kenya
V Pasupathy,0,9,1.0,0.0,0.0,Singapore
V Phiri,3,13,2.0,23.07692307692308,1.5,Malawi
V Pulibanti,15,38,3.0,39.47368421052632,5.0,Croatia
V Rathinasamy,13,23,2.0,56.52173913043478,6.5,Croatia
V Ravindran,372,282,13.0,131.91489361702128,28.615384615384617,Hungary
V Redkar,80,137,3.0,58.3941605839416,26.666666666666668,Belgium
V Romani,3,15,2.0,20.0,1.5,Croatia
V Saini,629,541,22.0,116.26617375231054,28.59090909090909,Romania
V Sehwag,160,122,8.0,131.14754098360655,20.0,India
V Shaw,29,41,1.0,70.73170731707317,29.0,Suriname
V Shetty,11,14,2.0,78.57142857142857,5.5,United Arab Emirates
V Shukla,259,156,7.0,166.02564102564102,37.0,Oman
V Sibanda,248,235,14.0,105.531914893617,17.714285714285715,Zimbabwe
V Stolle,47,75,2.0,62.66666666666667,23.5,Germany
V Sukumaran,76,67,4.0,113.43283582089552,19.0,United Arab Emirates
V Tafea,13,20,1.0,65.0,13.0,Samoa
V Tari,3,14,1.0,21.428571428571427,3.0,Vanuatu
V Vasquez,137,116,4.0,118.10344827586208,34.25,Argentina
V Vijh,248,254,13.0,97.63779527559056,19.07692307692308,Luxembourg
V Vira,12,32,1.0,37.5,12.0,Vanuatu
V Vithanage,1,3,1.0,33.33333333333333,1.0,Canada
V Viyaskanth,0,2,0.0,0.0,0.0,Sri Lanka
V Volfova,1,18,2.0,5.555555555555555,0.5,Czech Republic
V Zanko,45,112,7.0,40.17857142857143,6.428571428571429,Croatia
V Zimonjic,133,113,7.0,117.6991150442478,19.0,Serbia
VB Chikkannaiah,224,241,8.0,92.9460580912863,28.0,Germany
VB Viyala,30,56,3.0,53.57142857142857,10.0,Norway
VB van Jaarsveld,0,1,1.0,0.0,0.0,South Africa
VC Ahir,0,7,1.0,0.0,0.0,Panama
VD Adewoye,342,288,25.0,118.75,13.68,Nigeria
VD Philander,10,18,2.0,55.55555555555556,5.0,South Africa
VE Tembo,38,38,2.0,100.0,19.0,Mozambique
VF Bomnyuy,4,8,1.0,50.0,4.0,Cameroon
VJ Kingma,4,6,0.0,66.66666666666666,4.0,Netherlands
VL Mukesh,10,14,2.0,71.42857142857143,5.0,Seychelles
VM Andrew,12,26,3.0,46.15384615384615,4.0,Samoa
VM Nyauchi,1,3,0.0,33.33333333333333,1.0,Zimbabwe
VN Veetil,53,45,1.0,117.7777777777778,53.0,Qatar
VP Thamotharam,683,474,25.0,144.0928270042194,27.32,Malta
VR Iyer,88,56,2.0,157.14285714285714,44.0,India
VR Vanitha,40,34,3.0,117.64705882352942,13.333333333333334,India
VRB Arachchige,5,3,0.0,166.66666666666669,5.0,Malta
VS Padhaal,281,258,12.0,108.91472868217052,23.416666666666668,Finland
VS Solanki,9,5,1.0,180.0,9.0,England
VS Wategaonkar,14,14,1.0,100.0,14.0,Oman
VV Morea,19,23,2.0,82.6086956521739,9.5,Papua New Guinea
Vaishnave Mahesh,73,114,14.0,64.03508771929825,5.214285714285714,United Arab Emirates
Vathana Sreemurugavel,19,48,5.0,39.58333333333333,3.8,Singapore
Vichanath Singh,29,56,4.0,51.78571428571429,7.25,Thailand
Vikramjit Singh,154,149,13.0,103.35570469798658,11.846153846153848,Netherlands
Viktoria Frey,40,69,3.0,57.971014492753625,13.333333333333334,Estonia
Vimal Kumar,3,16,1.0,18.75,3.0,Philippines
Vinay Iyer,6,11,1.0,54.54545454545454,6.0,Japan
Vinay Ravi,115,105,7.0,109.52380952380952,16.428571428571427,Norway
Vineet Shah,117,136,6.0,86.02941176470588,19.5,Indonesia
Vinu Kumar,341,515,21.0,66.2135922330097,16.238095238095237,Singapore
Virandeep Singh,1580,1373,51.0,115.0764748725419,30.980392156862745,Malaysia
Virendra Kumar,9,9,1.0,100.0,9.0,Israel
Virk Ali,17,11,1.0,154.54545454545453,17.0,France
Vishal Sharma,46,72,6.0,63.888888888888886,7.666666666666667,Norway
Vishaul Singh,54,73,3.0,73.97260273972603,18.0,Suriname
Vishil Patel,2,5,0.0,40.0,2.0,Kenya
Vraj Patel,6,6,0.0,100.0,6.0,Kenya
W Barresi,379,338,18.0,112.1301775147929,21.05555555555556,Netherlands
W Behr,10,8,2.0,125.0,5.0,Germany
W Boshoff,54,96,5.0,56.25,10.8,Sweden
W Ginindza,0,1,1.0,0.0,0.0,Eswatini
W Hornero-Garcia,241,289,16.0,83.39100346020761,15.0625,Germany
W Kevin,4,6,1.0,66.66666666666666,4.0,Tanzania
W Liengprasert,73,94,10.0,77.6595744680851,7.3,Thailand
W Madhevere,775,690,35.0,112.31884057971016,22.142857142857142,Zimbabwe
W Maximo,33,40,2.0,82.5,16.5,Brazil
W McClintock,16,14,1.0,114.28571428571428,16.0,Ireland
W Miyauchi,354,327,13.0,108.25688073394495,27.23076923076923,Japan
W Moutswi,104,146,9.0,71.23287671232876,11.555555555555555,Botswana
W Mwatile,369,484,32.0,76.2396694214876,11.53125,Namibia
W Nalisa,62,51,2.0,121.5686274509804,31.0,Vanuatu
W Ngowhuad,4,12,2.0,33.33333333333333,2.0,Thailand
W Niyitanga,266,291,18.0,91.40893470790378,14.77777777777778,Rwanda
W Ofamoli,13,25,2.0,52.0,6.5,Fiji
W Peatfield,2,6,2.0,33.33333333333333,1.0,Guernsey
W Perchard,34,32,0.0,106.25,34.0,Jersey
W Uisuk,6,33,3.0,18.181818181818183,2.0,Thailand
W Viraliliu,4,5,1.0,80.0,4.0,Vanuatu
W Wotu,105,106,6.0,99.05660377358492,17.5,Vanuatu
WA Duraisingam,703,992,33.0,70.86693548387096,21.303030303030305,Malaysia
WA Simpson,24,22,1.0,109.09090909090908,24.0,Singapore
WA Young,272,256,11.0,106.25,24.727272727272727,New Zealand
WAE Burton,286,191,13.0,149.73821989528795,22.0,Serbia
WB Rankin,24,20,1.0,120.0,24.0,Ireland
WD Parnell,97,117,4.0,82.90598290598291,24.25,South Africa
WG Jacks,194,112,9.0,173.21428571428572,21.55555555555556,England
WGAKK Kulasuriya,10,27,1.0,37.03703703703704,10.0,Sri Lanka
WIA Fernando,224,237,20.0,94.51476793248943,11.2,Sri Lanka
WJ Cope,72,71,7.0,101.40845070422534,10.285714285714286,Luxembourg
