batter,total_runs,balls_faced,times_out,strike_rate,average
N Salekar,86,91,5.0,94.5054945054945,17.2
N Senamontree,83,146,11.0,56.849315068493155,7.545454545454546
N Shangase,87,107,4.0,81.30841121495327,21.75
N Sharma,24,49,3.0,48.97959183673469,8.0
N Sibanda,2,12,1.0,16.666666666666664,2.0
N Squire,0,11,0.0,0.0,0.0
N Tanner,158,187,8.0,84.49197860962568,19.75
N Thekiso,7,27,2.0,25.925925925925924,3.5
N Thushara,2,12,0.0,16.666666666666664,2.0
N Tokizawa,8,22,1.0,36.36363636363637,8.0
N Toleva,6,73,4.0,8.21917808219178,1.5
N Traore,0,6,0.0,0.0,0.0
N Tsiame,1,4,1.0,25.0,1.0
N Tyagi,3,9,1.0,33.33333333333333,3.0
N Tykhonravova,1,4,1.0,25.0,1.0
N Vanua,169,174,12.0,97.12643678160919,14.083333333333334
N Vare,396,538,19.0,73.60594795539033,20.842105263157894
N Wijesekera,43,53,4.0,81.13207547169812,10.75
N Zholudz,3,9,2.0,33.33333333333333,1.5
N Zimonjic,36,46,8.0,78.26086956521739,4.5
N de Klerk,431,395,16.0,109.11392405063292,26.9375
NA Greenwood,478,360,16.0,132.77777777777777,29.875
NA Janes,9,11,2.0,81.81818181818183,4.5
NA Karnik,21,33,1.0,63.63636363636363,21.0
NA Maiolo,7,10,1.0,70.0,7.0
NA Moodley,22,44,2.0,50.0,11.0
NA Rock,102,92,9.0,110.86956521739131,11.333333333333334
NB Budayair,5,16,2.0,31.25,2.5
NB Diom,1,3,1.0,33.33333333333333,1.0
NC Dodd,4,6,1.0,66.66666666666666,4.0
NC Monteiro,29,50,5.0,57.99999999999999,5.8
NCK Liyanage,8,8,1.0,100.0,8.0
ND Laegsgaard,350,230,12.0,152.17391304347828,29.166666666666668
ND McKenzie,7,8,0.0,87.5,7.0
NE Bonner,27,38,2.0,71.05263157894737,13.5
NE Farrant,5,14,1.0,35.714285714285715,5.0
NFI McCallum,0,1,1.0,0.0,0.0
NG Collins,128,162,7.0,79.01234567901234,18.285714285714285
NG Jones,28,25,1.0,112.00000000000001,28.0
NH Berejo,143,158,3.0,90.50632911392405,47.666666666666664
NH Ekanayake,7,13,0.0,53.84615384615385,7.0
NJ Amongin,2,5,1.0,40.0,2.0
NJ Astle,19,14,1.0,135.71428571428572,19.0
NJ Browne,95,93,7.0,102.15053763440861,13.571428571428571
NJ Carey,39,51,1.0,76.47058823529412,39.0
NJ Ferraby,131,128,11.0,102.34375,11.909090909090908
NJ Maddinson,34,16,1.0,212.5,34.0
NJ O'Brien,163,152,8.0,107.23684210526316,20.375
NJ Pius,486,605,24.0,80.33057851239668,20.25
NJ Qaeze,0,2,1.0,0.0,0.0
NJ Reardon,4,8,1.0,50.0,4.0
NJM Salima,0,6,2.0,0.0,0.0
NK Aneesh Kumar,30,36,2.0,83.33333333333334,15.0
NK Ariani,4,19,2.0,21.052631578947366,2.0
NK Bagenda,61,75,4.0,81.33333333333333,15.25
NK Crafton,0,6,1.0,0.0,0.0
NK Patel,37,38,4.0,97.36842105263158,9.25
NK Tiwari,129,156,8.0,82.6923076923077,16.125
NK Yadav,19,9,1.0,211.11111111111111,19.0
NKD Murtiari,14,22,0.0,63.63636363636363,14.0
NKDP Putri,5,3,0.0,166.66666666666669,5.0
NKF Rada Rani,204,253,7.0,80.63241106719367,29.142857142857142
NL Jacinta Si Ping,15,29,5.0,51.724137931034484,3.0
NL McCullum,156,163,13.0,95.70552147239265,12.0
NL Mtomba,28,21,3.0,133.33333333333331,9.333333333333334
NL Smith,58,85,3.0,68.23529411764706,19.333333333333332
NL Ujawe,1,1,0.0,100.0,1.0
NLKWR Dewi,474,441,10.0,107.48299319727892,47.4
NLTC Perera,550,383,23.0,143.60313315926894,23.91304347826087
NM Anil,85,92,4.0,92.3913043478261,21.25
NM Cherriath,41,62,2.0,66.12903225806451,20.5
NM Coulter-Nile,53,38,3.0,139.4736842105263,17.666666666666668
NM Hauritz,6,11,2.0,54.54545454545454,3.0
NM Mokhachane,0,4,0.0,0.0,0.0
NM Odhiambo,233,183,9.0,127.32240437158471,25.88888888888889
NM Salonen,112,113,7.0,99.11504424778761,16.0
NM Sheikh,6,13,0.0,46.15384615384615,6.0
NMP Suwandewi,13,28,1.0,46.42857142857143,13.0
NMS Param,105,91,6.0,115.38461538461537,17.5
NN Banner,3,2,1.0,150.0,3.0
NN Odhiambo,90,103,10.0,87.37864077669903,9.0
NN Saidi,132,203,9.0,65.02463054187191,14.666666666666666
NND de Silva,809,816,39.0,99.1421568627451,20.743589743589745
NO Miller,12,16,0.0,75.0,12.0
NO Tindo,1,1,0.0,100.0,1.0
NP Dalgaard,37,47,4.0,78.72340425531915,9.25
NP Kenjige,2,6,3.0,33.33333333333333,0.6666666666666666
NPAN Sakarini,441,533,15.0,82.73921200750469,29.4
NR Johns-Wickberg,52,66,4.0,78.78787878787878,13.0
NR Kirton,586,485,20.0,120.82474226804123,29.3
NR Kumar,433,322,14.0,134.472049689441,30.928571428571427
NR Sciver,1038,911,43.0,113.94072447859496,24.13953488372093
NR Sciver-Brunt,543,393,12.0,138.1679389312977,45.25
NR Welch,26,26,3.0,100.0,8.666666666666666
NRJ Croes,109,93,6.0,117.20430107526883,18.166666666666668
NS Dhaliwal,720,560,24.0,128.57142857142858,30.0
NS Poonia,52,42,0.0,123.80952380952381,52.0
NSK Mehta,1,3,2.0,33.33333333333333,0.5
NT Broom,11,11,1.0,100.0,11.0
NT Ellis,24,30,1.0,80.0,24.0
NT Gireesh,9,13,2.0,69.23076923076923,4.5
NT Gruny,3,13,3.0,23.076923076923077,1.0
NT Miles,565,701,23.0,80.59914407988587,24.565217391304348
NT Rajendran,19,17,0.0,111.76470588235294,19.0
NW Bracken,12,18,2.0,66.66666666666666,6.0
NW Sariani,5,16,2.0,31.25,2.5
NY McLean,217,222,9.0,97.74774774774775,24.11111111111111
Nadeem Ahmed,23,29,2.0,79.3103448275862,11.5
Nadeem Khan,16,17,1.0,94.11764705882352,16.0
Nader Zahadiafzal,0,3,1.0,0.0,0.0
Nadif Chowdhury,12,10,1.0,120.0,12.0
Naeem Gull,117,137,8.0,85.40145985401459,14.625
Naeem Islam,39,39,3.0,100.0,13.0
Nahida Akter,67,87,9.0,77.01149425287356,7.444444444444445
Nahida Khan,133,216,16.0,61.57407407407407,8.3125
Naiem Bameri,4,16,1.0,25.0,4.0
Nain Abidi,285,371,12.0,76.81940700808624,23.75
Najiha Alvi,3,4,1.0,75.0,3.0
Najjam Shahzad,211,173,12.0,121.96531791907515,17.583333333333332
Najwa Akram,5,29,3.0,17.24137931034483,1.6666666666666667
Namgay Thinley,201,189,12.0,106.34920634920636,16.75
Nanthita Boonsukham,12,9,1.0,133.33333333333331,12.0
Nary Thapa,32,44,3.0,72.72727272727273,10.666666666666666
Naseem Khan,35,45,4.0,77.77777777777779,8.75
Naseem Khushi,340,212,18.0,160.37735849056605,18.88888888888889
Naseem Shah,21,23,3.0,91.30434782608695,7.0
Nashra Sandhu,19,42,5.0,45.23809523809524,3.8
Nasir Hossain,113,120,7.0,94.16666666666667,16.142857142857142
Nasir Jamshed,217,181,8.0,119.88950276243094,27.125
Nasra Mohamedi,59,78,5.0,75.64102564102564,11.8
Nasrulla Rana,155,149,13.0,104.02684563758389,11.923076923076923
Nasum Ahmed,49,46,4.0,106.5217391304348,12.25
Natalia Pervaiz,96,108,9.0,88.88888888888889,10.666666666666666
Natalie Clarke,19,34,2.0,55.88235294117647,9.5
Navdeep Saini,12,11,0.0,109.09090909090908,12.0
Naveed Ahmed,30,37,2.0,81.08108108108108,15.0
Naveed Shahid,12,7,0.0,171.42857142857142,12.0
Naveena Shetty,36,22,3.0,163.63636363636365,12.0
Navid Balouch,19,23,0.0,82.6086956521739,19.0
Nawaf Ahmed,10,10,1.0,100.0,10.0
Nawazish Akhtar,29,37,3.0,78.37837837837837,9.666666666666666
Nay Lin Htun,27,50,5.0,54.0,5.4
Nayab Alizai,18,42,2.0,42.857142857142854,9.0
Nayab Razwan,54,81,8.0,66.66666666666666,6.75
Nazakat Ali,35,31,2.0,112.90322580645163,17.5
Nazatul Hidayah Husna,1,1,0.0,100.0,1.0
Nazimuddin,11,19,2.0,57.89473684210527,5.5
Nazir Patel,0,6,1.0,0.0,0.0
Nazmul Hossain,3,15,1.0,20.0,3.0
Nazmul Hossain Shanto,489,464,21.0,105.38793103448276,23.285714285714285
Nazmul Huda,13,54,2.0,24.074074074074073,6.5
Nazmul Islam,7,10,1.0,70.0,7.0
Nazmus Sakib,15,18,2.0,83.33333333333334,7.5
Nazril Rahman,33,33,4.0,100.0,8.25
Nazwan Ismail,4,3,0.0,133.33333333333331,4.0
Neeraj Mishra,0,6,1.0,0.0,0.0
Nelson Jesus Navarrete Aburto,1,8,1.0,12.5,1.0
Nestor Dhamba,3,6,1.0,50.0,3.0
Ngawang Thinley,22,27,3.0,81.48148148148148,7.333333333333333
Niaz Ali,0,3,1.0,0.0,0.0
Nida Dar,1033,987,47.0,104.66058763931105,21.97872340425532
Nigar Sultana,1116,1210,30.0,92.23140495867769,37.2
Nik Nur Atiela,19,23,2.0,82.6086956521739,9.5
Nilansh Keswani,16,10,0.0,160.0,16.0
Nimish Lathief,54,62,5.0,87.09677419354838,10.8
Nimra Ghazanfar,0,5,2.0,0.0,0.0
Nipuni Nadeera,4,5,1.0,80.0,4.0
Nirmaljit Singh,7,28,1.0,25.0,7.0
Nisha Ali,9,22,2.0,40.909090909090914,4.5
Nishat Sakib,28,32,3.0,87.5,9.333333333333334
Nithish Kumar Reddy,74,37,2.0,200.0,37.0
Niv Nagavkar,32,33,2.0,96.96969696969697,16.0
Niyas Pullariyil,17,18,0.0,94.44444444444444,17.0
Nizakat Khan,1404,1152,61.0,121.875,23.016393442622952
Noah Mead,3,4,2.0,75.0,1.5
Noman Amjad,126,130,13.0,96.92307692307692,9.692307692307692
Nonoha Yasumoto,1,7,2.0,14.285714285714285,0.5
Noor Hayati Zakaria,7,18,1.0,38.88888888888889,7.0
Noorkhan Ahmedi,33,22,2.0,150.0,16.5
Nooruddin Mujadady,12,9,1.0,133.33333333333331,12.0
Noorullah Sidiqi,6,1,0.0,600.0,6.0
Nouman Butt,5,10,1.0,50.0,5.0
Nouman Sarwar,4,5,1.0,80.0,4.0
Ntombizodwa Mkhatshwa,8,49,3.0,16.3265306122449,2.6666666666666665
Ntombizonke MKhatshwa,2,22,1.0,9.090909090909092,2.0
Numan Ahmadzai,28,34,0.0,82.35294117647058,28.0
Nur Aishah,6,27,0.0,22.22222222222222,6.0
Nur Arianna Natsya,66,116,9.0,56.896551724137936,7.333333333333333
Nur Dania Syuhada,52,99,9.0,52.52525252525253,5.777777777777778
Nur Izzatul Syafiqa,18,29,1.0,62.06896551724138,18.0
Nur Nadihirah,1,3,1.0,33.33333333333333,1.0
Nurilyaa Natasya,8,16,0.0,50.0,8.0
Nurudeen Ibrahim,0,2,1.0,0.0,0.0
Nurul Hasan,251,216,17.0,116.2037037037037,14.764705882352942
Nuzhat Tasnia,7,13,1.0,53.84615384615385,7.0
Nyeing Cham Soe,62,82,5.0,75.60975609756098,12.4
O Amarjargal,12,67,3.0,17.91044776119403,4.0
O Asika,13,44,2.0,29.545454545454547,6.5
O Bascome,91,98,5.0,92.85714285714286,18.2
O Bastin,3,5,0.0,60.0,3.0
O Batisani,156,223,10.0,69.95515695067265,15.6
O Bell,8,19,2.0,42.10526315789473,4.0
O Casasola,1,6,1.0,16.666666666666664,1.0
O Duff,3,1,0.0,300.0,3.0
O Erdenebaatar,36,204,8.0,17.647058823529413,4.5
O Essiz,4,11,2.0,36.36363636363637,2.0
O Hamrikova,11,48,4.0,22.916666666666664,2.75
O Isiyaku,4,7,0.0,57.14285714285714,4.0
O Issouf,0,7,2.0,0.0,0.0
O Kamchomphu,78,102,19.0,76.47058823529412,4.105263157894737
O Keitsemang,11,40,5.0,27.500000000000004,2.2
O Kgeresi,146,281,15.0,51.95729537366548,9.733333333333333
O Kirsten,2,1,0.0,200.0,2.0
O Lefaga,9,15,3.0,60.0,3.0
O Lutbayar,4,19,3.0,21.052631578947366,1.3333333333333333
O Manishimwe,391,441,23.0,88.66213151927438,17.0
O Matsolo,51,127,2.0,40.15748031496063,25.5
O Mondlane,243,387,20.0,62.7906976744186,12.15
O Muzondo,15,5,0.0,300.0,15.0
O Olaleye,230,233,10.0,98.71244635193133,23.0
O Omonkhobio,45,31,2.0,145.16129032258064,22.5
O Prendergast,949,803,31.0,118.18181818181819,30.612903225806452
O Ranedoumoun,30,69,7.0,43.47826086956522,4.285714285714286
O Sam Arthur,17,14,1.0,121.42857142857142,17.0
O Sow,0,6,1.0,0.0,0.0
O Stewart,0,1,1.0,0.0,0.0
O Thomas,0,5,1.0,0.0,0.0
O Touray,0,1,1.0,0.0,0.0
O Tuyisenge,394,454,29.0,86.78414096916299,13.586206896551724
OA Shah,207,190,10.0,108.94736842105263,20.7
OB Nightingale,146,139,5.0,105.03597122302158,29.2
OC McCoy,10,7,2.0,142.85714285714286,5.0
OC Moiane,3,4,1.0,75.0,3.0
OD Hald,102,85,9.0,120.0,11.333333333333334
OE Newey,23,27,1.0,85.18518518518519,23.0
OE Taylor,12,26,2.0,46.15384615384615,6.0
OEG Baartman,13,24,2.0,54.166666666666664,6.5
OF Rios,8,39,3.0,20.51282051282051,2.6666666666666665
OF Smith,88,63,1.0,139.68253968253967,88.0
OGL Bascome,309,249,15.0,124.09638554216869,20.6
OH Agbomadzie,270,306,16.0,88.23529411764706,16.875
OJ Hairs,421,252,19.0,167.06349206349208,22.157894736842106
OJ Herrington,72,71,4.0,101.40845070422534,18.0
OJ Webster,112,86,5.0,130.2325581395349,22.4
OJR Groves,74,48,1.0,154.16666666666669,74.0
OK Mohamed,15,41,5.0,36.58536585365854,3.0
OL Pitcher,13,18,1.0,72.22222222222221,13.0
OP Eguakun,18,43,1.0,41.86046511627907,18.0
OR Willis,16,29,2.0,55.172413793103445,8.0
OS Dlamini,0,5,0.0,0.0,0.0
OS Oyronke,2,13,2.0,15.384615384615385,1.0
OSB Tilley,8,13,2.0,61.53846153846154,4.0
OT Wallerson,24,49,2.0,48.97959183673469,12.0
OU Ranasinghe,216,305,23.0,70.81967213114754,9.391304347826088
Omair Yousuf,45,50,4.0,90.0,11.25
Omar Hayat,5,3,1.0,166.66666666666669,5.0
Omar Hussain,33,37,3.0,89.1891891891892,11.0
Omar Rassol,168,132,7.0,127.27272727272727,24.0
Omid Mailk Khel,124,117,6.0,105.98290598290599,20.666666666666668
Osama Mahmood,26,27,2.0,96.29629629629629,13.0
Ouen Sophy,8,33,3.0,24.242424242424242,2.6666666666666665
Ousman Bah,22,58,3.0,37.93103448275862,7.333333333333333
Ovais Yousof,38,59,2.0,64.40677966101694,19.0
Owais Ahmed,10,8,0.0,125.0,10.0
P Abanda,30,45,5.0,66.66666666666666,6.0
P Abhijit,0,1,1.0,0.0,0.0
P Agboya,47,66,7.0,71.21212121212122,6.714285714285714
P Agrawal,3,18,2.0,16.666666666666664,1.5
P Aho,209,188,9.0,111.17021276595744,23.22222222222222
P Alako,417,469,24.0,88.91257995735607,17.375
P Arrighi,18,23,2.0,78.26086956521739,9.0
P Ayoleyine,0,1,1.0,0.0,0.0
P Baghel,0,2,1.0,0.0,0.0
P Baron,123,140,11.0,87.85714285714286,11.181818181818182
P Bhandari,10,55,5.0,18.181818181818183,2.0
P Bhart,4,16,1.0,25.0,4.0
P Bosnjak,16,19,4.0,84.21052631578947,4.0
P Buccimazza,1,2,1.0,50.0,1.0
P Cabebula,0,5,2.0,0.0,0.0
P Campbell,15,29,2.0,51.724137931034484,7.5
P Chilongia,30,67,1.0,44.776119402985074,30.0
P Chin,27,25,0.0,108.0,27.0
P Choudhary,13,29,3.0,44.827586206896555,4.333333333333333
P Cuinica,146,264,11.0,55.3030303030303,13.272727272727273
P Dakainivanua,18,30,2.0,60.0,9.0
P Deol,9,13,2.0,69.23076923076923,4.5
P Dhiman,29,33,1.0,87.87878787878788,29.0
P Fernando,0,3,1.0,0.0,0.0
P Florin,5,9,0.0,55.55555555555556,5.0
P Ganeshan,4,17,0.0,23.52941176470588,4.0
P Gheewala,13,12,2.0,108.33333333333333,6.5
P Gopalkrishnan,0,3,1.0,0.0,0.0
P Haryanti,0,2,1.0,0.0,0.0
P Hatchman,28,33,4.0,84.84848484848484,7.0
P Heron,2,6,1.0,33.33333333333333,2.0
P Hingorani,0,1,0.0,0.0,0.0
P Jain,7,15,2.0,46.666666666666664,3.5
P Jayawickrama,0,5,0.0,0.0,0.0
P Jayeshbhai Patel,43,62,5.0,69.35483870967742,8.6
P Kaveao,0,3,1.0,0.0,0.0
P Khadka,269,239,13.0,112.55230125523012,20.692307692307693
P Khari,38,23,0.0,165.2173913043478,38.0
P Koech,4,7,2.0,57.14285714285714,2.0
P Kotoisuva,34,23,2.0,147.82608695652172,17.0
P Kumar,7,16,3.0,43.75,2.3333333333333335
P Kumbhare,15,27,7.0,55.55555555555556,2.142857142857143
P Kurup,688,581,23.0,118.41652323580034,29.91304347826087
P Litchfield,321,228,12.0,140.78947368421052,26.75
P Malav,16,29,3.0,55.172413793103445,5.333333333333333
P Malemikia,8,14,1.0,57.14285714285714,8.0
P Manning,93,134,6.0,69.40298507462687,15.5
P Mapotsane,204,302,12.0,67.54966887417218,17.0
P Marange,83,91,8.0,91.20879120879121,10.375
P Maruariki,0,2,1.0,0.0,0.0
P Maya,238,297,17.0,80.13468013468014,14.0
P Maziya,70,99,7.0,70.70707070707071,10.0
P Mishra,233,236,18.0,98.72881355932203,12.944444444444445
P Molkenboer,411,420,15.0,97.85714285714285,27.4
P Mujaji,99,102,8.0,97.05882352941177,12.375
P Munorwei,2,10,0.0,20.0,2.0
P Murungi,187,163,13.0,114.7239263803681,14.384615384615385
P Mustard,60,38,2.0,157.89473684210526,30.0
P Nakitende,1,3,1.0,33.33333333333333,1.0
P Nedeljkovic,2,15,1.0,13.333333333333334,2.0
P Nissanka,1013,925,40.0,109.5135135135135,25.325
P Pheko,23,65,5.0,35.38461538461539,4.6
P Pirabakaran,13,14,1.0,92.85714285714286,13.0
P Pratt,6,8,1.0,75.0,6.0
P Pushparajan,213,127,7.0,167.71653543307085,30.428571428571427
P Pustoslemsek,23,30,3.0,76.66666666666667,7.666666666666667
P Raghunath,6,19,1.0,31.57894736842105,6.0
P Raho,8,5,0.0,160.0,8.0
P Rathnayake,8,11,1.0,72.72727272727273,8.0
P Sabu,166,199,10.0,83.41708542713567,16.6
P Sadev,1,4,1.0,25.0,1.0
P Sarraf,11,21,4.0,52.38095238095239,2.75
P Seldon,25,38,1.0,65.78947368421053,25.0
P Senjug,13,41,4.0,31.70731707317073,3.25
P Sharma,228,207,10.0,110.14492753623189,22.8
P Shetty,45,68,6.0,66.17647058823529,7.5
P Siaka,151,172,15.0,87.79069767441861,10.066666666666666
P Silas,128,129,8.0,99.2248062015504,16.0
P Sua,0,2,1.0,0.0,0.0
P Suanchuai,142,209,12.0,67.94258373205741,11.833333333333334
P Suman Bhai Ahir,17,27,3.0,62.96296296296296,5.666666666666667
P Thongsa,72,109,4.0,66.05504587155964,18.0
P Timong,25,30,2.0,83.33333333333334,12.5
P Useni,274,207,20.0,132.3671497584541,13.7
P Utseya,15,38,7.0,39.473684210526315,2.142857142857143
P Vailoa,7,4,0.0,175.0,7.0
P Vastrakar,246,211,17.0,116.58767772511848,14.470588235294118
P Vekaria,32,27,1.0,118.5185185185185,32.0
P Yevugah,11,20,2.0,55.00000000000001,5.5
P Zuze,68,105,9.0,64.76190476190476,7.555555555555555
PA Chatterji,319,347,26.0,91.93083573487031,12.26923076923077
PA Desai,4,7,0.0,57.14285714285714,4.0
PA Patel,36,33,2.0,109.09090909090908,18.0
PA Raikes,313,257,9.0,121.78988326848248,34.77777777777778
PA Wadenpohl,5,25,2.0,20.0,2.5
PA van Meekeren,30,47,8.0,63.829787234042556,3.75
PADLR Sandakan,10,15,1.0,66.66666666666666,10.0
PB Gouge,122,89,4.0,137.07865168539325,30.5
PBB Rajapaksa,364,288,16.0,126.38888888888889,22.75
PC McGeown,157,255,11.0,61.568627450980394,14.272727272727273
PD Blignaut,0,1,1.0,0.0,0.0
PD Collingwood,348,253,16.0,137.5494071146245,21.75
PD Hennessy,25,41,2.0,60.97560975609756,12.5
PD McGlashan,45,36,5.0,125.0,9.0
PD Salt,643,405,17.0,158.76543209876544,37.8235294117647
PE Kruger,60,47,1.0,127.65957446808511,60.0
PE Kulume,47,68,5.0,69.11764705882352,9.4
PE Mendonca,180,209,13.0,86.1244019138756,13.846153846153847
PF Gallagher,57,48,8.0,118.75,7.125
PG Fulton,65,77,6.0,84.4155844155844,10.833333333333334
PG Raut,187,217,6.0,86.17511520737328,31.166666666666668
PHKD Mendis,322,299,16.0,107.6923076923077,20.125
PJ Cummins,67,52,6.0,128.84615384615387,11.166666666666666
PJ Ingram,2,13,2.0,15.384615384615385,1.0
PJ Moor,112,92,5.0,121.73913043478262,22.4
PJ Ongondo,16,10,3.0,160.0,5.333333333333333
PJ Scholfield,56,50,4.0,112.00000000000001,14.0
PJ van Biljon,64,45,2.0,142.22222222222223,32.0
PK Ananya,18,17,1.0,105.88235294117648,18.0
PK Dimitri,0,4,1.0,0.0,0.0
PK Matautaava,234,185,10.0,126.48648648648648,23.4
PK Mohanarangam,26,44,3.0,59.09090909090909,8.666666666666666
PKM Mahawattage,9,23,1.0,39.130434782608695,9.0
PL Bruno,22,36,2.0,61.111111111111114,11.0
PL Mommsen,17,22,2.0,77.27272727272727,8.5
PM Inglis,4,6,1.0,66.66666666666666,4.0
PM Liyanagamage,2,4,1.0,50.0,2.0
PM Nevill,14,7,1.0,200.0,14.0
PM Seelaar,347,355,18.0,97.74647887323944,19.27777777777778
PM Siddle,1,1,0.0,100.0,1.0
PM Weerakkody,127,145,9.0,87.58620689655172,14.11111111111111
PN Agarwal,1,3,1.0,33.33333333333333,1.0
PP Chawla,0,1,0.0,0.0,0.0
PP Shaw,0,1,1.0,0.0,0.0
PR Stirling,1391,1070,55.0,130.0,25.29090909090909
PR Surve,452,378,12.0,119.57671957671958,37.666666666666664
PRCS Kumarihami,25,34,4.0,73.52941176470588,6.25
PRP Boissevain,0,2,1.0,0.0,0.0
PS Airee,29,30,4.0,96.66666666666667,7.25
PS Athavale,205,159,7.0,128.9308176100629,29.285714285714285
PS Punia,4,10,1.0,40.0,4.0
PS Roberts,59,57,2.0,103.50877192982458,29.5
PSR Gurusinghe,103,235,17.0,43.829787234042556,6.0588235294117645
PSRK Sudarshan,20,18,3.0,111.11111111111111,6.666666666666667
PUKK Arachchige,4,9,1.0,44.44444444444444,4.0
PV Naringrekar,5,7,1.0,71.42857142857143,5.0
PV Vuniwaqa,149,89,5.0,167.41573033707866,29.8
PVD Chameera,30,47,11.0,63.829787234042556,2.727272727272727
PW Borren,233,177,11.0,131.63841807909606,21.181818181818183
PWA Mulder,88,73,3.0,120.54794520547945,29.333333333333332
PWH de Silva,404,327,28.0,123.54740061162079,14.428571428571429
PZ Kamunya,149,226,20.0,65.929203539823,7.45
Paing Danu,185,207,12.0,89.3719806763285,15.416666666666666
Pan Ei Phyu,15,28,1.0,53.57142857142857,15.0
Panna Ghosh,8,18,2.0,44.44444444444444,4.0
Pargat Singh,368,313,15.0,117.57188498402556,24.533333333333335
Parveen Kumar,31,39,4.0,79.48717948717949,7.75
Parvez Hossain Emon,296,219,13.0,135.15981735159818,22.76923076923077
Parvez Rasool,5,6,0.0,83.33333333333334,5.0
Parvindar Kumar,2,5,1.0,40.0,2.0
Patrick Nou,1,2,1.0,50.0,1.0
Pavandeep Singh,8,21,0.0,38.095238095238095,8.0
Pech Pisa,35,65,3.0,53.84615384615385,11.666666666666666
Pel Vannak,0,2,1.0,0.0,0.0
Pen Samon,26,81,4.0,32.098765432098766,6.5
Phoup Srey Pheak,2,26,3.0,7.6923076923076925,0.6666666666666666
Pooja Ganesh,13,15,1.0,86.66666666666667,13.0
Pooja Kumari,0,3,1.0,0.0,0.0
Poonam Yadav,7,11,3.0,63.63636363636363,2.3333333333333335
Poorvaja Jagdeesha,81,198,12.0,40.909090909090914,6.75
Prachi Kumari,7,14,0.0,50.0,7.0
Prajna Jagdeesha,1,9,2.0,11.11111111111111,0.5
Prasad Anish,9,17,1.0,52.94117647058824,9.0
Prashant Shukla,3,4,0.0,75.0,3.0
Pratik Agnihotri,25,36,2.0,69.44444444444444,12.5
Pratik Singh Bais,21,34,3.0,61.76470588235294,7.0
Pratis GC,7,6,0.0,116.66666666666667,7.0
Praveen Santhanakrishnan,134,145,8.0,92.41379310344827,16.75
Priyada Murali,292,452,23.0,64.60176991150442,12.695652173913043
Priyanka Reddy,0,7,1.0,0.0,0.0
Puja Mahato,240,276,10.0,86.95652173913044,24.0
Puneet Arora,51,52,0.0,98.07692307692307,51.0
Purvi Kumari,7,18,0.0,38.88888888888889,7.0
Pyae Phyo Wai,277,368,18.0,75.27173913043478,15.38888888888889
Q Abel,657,634,24.0,103.62776025236593,27.375
Q Joseph,127,115,7.0,110.43478260869566,18.142857142857142
Q Utmanzai,6,10,1.0,60.0,6.0
Q de Kock,1667,1244,60.0,134.0032154340836,27.783333333333335
QF Djakaridja,0,19,3.0,0.0,0.0
Qadeer Ahmed,0,1,0.0,0.0,0.0
Qamar Mushtaque,156,146,6.0,106.84931506849315,26.0
Qanita Jalil,41,51,9.0,80.3921568627451,4.555555555555555
Qasim Akram,32,31,2.0,103.2258064516129,16.0
Qasim Anwar,1,2,1.0,50.0,1.0
Qateel Zabiullah,50,27,3.0,185.1851851851852,16.666666666666668
Qudratullah Mir Afzail,10,15,2.0,66.66666666666666,5.0
R Abdulkareem,180,216,14.0,83.33333333333334,12.857142857142858
R Abdulrasak,3,9,2.0,33.33333333333333,1.5
R Airee,11,25,1.0,44.0,11.0
R Andrew,379,412,13.0,91.99029126213593,29.153846153846153
R Ankad,39,52,2.0,75.0,19.5
R Ashwin,156,124,7.0,125.80645161290323,22.285714285714285
R Athapaththu,45,30,0.0,150.0,45.0
R Avdylaj,2,6,1.0,33.33333333333333,2.0
R Avery,0,1,1.0,0.0,0.0
R Baaleri,148,200,6.0,74.0,24.666666666666668
R Bakum,334,287,15.0,116.37630662020906,22.266666666666666
R Baruah,8,4,1.0,200.0,8.0
R Boyce,8,14,3.0,57.14285714285714,2.6666666666666665
R Brar,0,2,0.0,0.0,0.0
R Butler,35,42,0.0,83.33333333333334,35.0
R Castillo,11,19,4.0,57.89473684210527,2.75
R Cenik,42,70,3.0,60.0,14.0
R Chaudhary,0,1,1.0,0.0,0.0
R Choden,2,11,1.0,18.181818181818183,2.0
R Chopra,305,221,11.0,138.00904977375566,27.727272727272727
R Cisse,0,1,1.0,0.0,0.0
R Coker,113,169,8.0,66.86390532544378,14.125
R Davson,61,79,8.0,77.21518987341773,7.625
R Dhar,12,9,0.0,133.33333333333331,12.0
R Dhiman,5,5,1.0,100.0,5.0
R Dianish,256,202,14.0,126.73267326732673,18.285714285714285
R Drake,9,13,1.0,69.23076923076923,9.0
R Dravid,31,21,1.0,147.61904761904762,31.0
R Edwards,0,1,1.0,0.0,0.0
R Endo,22,48,5.0,45.83333333333333,4.4
R Escobar,131,156,5.0,83.97435897435898,26.2
R Francis,7,5,1.0,140.0,7.0
R Galgalikar,0,2,1.0,0.0,0.0
R Gaznavi,40,60,8.0,66.66666666666666,5.0
R Gnanaraj,27,59,5.0,45.76271186440678,5.4
R Goodwin,17,19,2.0,89.47368421052632,8.5
R Gowthaman,31,33,2.0,93.93939393939394,15.5
R Gunasekera,46,62,2.0,74.19354838709677,23.0
R Haiong,49,114,11.0,42.98245614035088,4.454545454545454
